effect,component,group,term,estimate,std.error,conf.low,conf.high
fixed,cond,NA,X_c:X_k,-0.15179364406678142,0.17942861138783425,-0.5113072482010104,0.20184919614179317
ran_pars,cond,item_id,sd__(Intercept),0.5697015706772667,0.04537904962184661,0.4883238927518392,0.6638480860066701
ran_pars,cond,item_id,sd__X_c,0.6361130747055748,0.05881210711921587,0.5311676684245524,0.7615334261818691
ran_pars,cond,subj_id,sd__(Intercept),0.4899942540596757,0.061278617067410744,0.38486403162966565,0.6245848273565209
ran_pars,cond,subj_id,sd__X_c,0.5315855945111588,0.07305747657943454,0.4055134973231728,0.6886639809085036
ran_pars,cond,subj_id,sd__X_k,0.7224667272263012,0.09500521909643103,0.5611059652410975,0.930446130466247
ran_pars,cond,subj_id,sd__X_c:X_k,0.6846120640388754,0.11240571129340571,0.48904816338382123,0.9220362520027917
ran_pars,cond,item_id,cor__(Intercept).X_c,0.05132078139795686,0.12156645292718635,-0.18365638386945377,0.28169032714234776
ran_pars,cond,subj_id,cor__(Intercept).X_c,-0.17142573413951956,0.16399909286593778,-0.47489893158434304,0.17106666510307703
ran_pars,cond,subj_id,cor__(Intercept).X_k,-0.15473382343209832,0.16858076062486155,-0.47914622288060993,0.18610148980033447
ran_pars,cond,subj_id,cor__X_c.X_k,-0.10271458434988928,0.1742083890307453,-0.4343813878706943,0.23930056271604802
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,0.001949659655228056,0.18555119913158763,-0.35549645424185955,0.361019430649125
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,0.02268839666973255,0.18952326572387243,-0.3520588984352618,0.37956071047398965
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,0.19869863421727546,0.182506484840433,-0.1768802862666828,0.5298150907413706
fixed,cond,NA,(Intercept),-0.08589927186870239,0.11061533811966075,-0.30213814748764267,0.1259924004942421
fixed,cond,NA,X_c,-0.035827888577917105,0.11815920888615176,-0.26291962819065606,0.19942919858582875
fixed,cond,NA,X_k,-0.044132852311482285,0.1568251684725951,-0.35506291207918494,0.2619984703454332
fixed,cond,NA,X_c:X_k,-0.161299618908336,0.1721078840019322,-0.5054984059350224,0.17846112842692974
ran_pars,cond,item_id,sd__(Intercept),0.6883818240502477,0.054428554308628585,0.5927684301115311,0.8046997908777579
ran_pars,cond,item_id,sd__X_c,0.5980116568186593,0.059517665368974654,0.49249582673680714,0.7281036372804469
ran_pars,cond,subj_id,sd__(Intercept),0.5549958317043304,0.0707134705738553,0.4370781399942753,0.7123347011904038
ran_pars,cond,subj_id,sd__X_c,0.5923276983661434,0.08285373305297479,0.4513456381325735,0.7727180529400854
ran_pars,cond,subj_id,sd__X_k,0.4129118552635226,0.06453390725183208,0.30411870613517633,0.5565989739230492
ran_pars,cond,subj_id,sd__X_c:X_k,0.6231406798371932,0.11084273212566367,0.43432643045276764,0.8616547519408805
ran_pars,cond,item_id,cor__(Intercept).X_c,0.10888136057112818,0.12369668588862977,-0.1311896615641197,0.34434040692303675
ran_pars,cond,subj_id,cor__(Intercept).X_c,-0.22298726940460084,0.1634888787607386,-0.516839980491785,0.11886615307163056
ran_pars,cond,subj_id,cor__(Intercept).X_k,-0.0014967847054630802,0.17931426425695846,-0.3502935473016194,0.338594902273302
ran_pars,cond,subj_id,cor__X_c.X_k,0.17446953514841274,0.17561785405333383,-0.17959090632669408,0.48921408680116285
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,0.07505458263151657,0.19092348287854263,-0.304000221622293,0.43396526234225374
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,0.10295633458720266,0.1982129672820837,-0.28846834482637906,0.4719689847482324
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,0.1324501160378617,0.20446172472448257,-0.27853998610769964,0.5127380069577376
fixed,cond,NA,(Intercept),0.1255080560700022,0.1165473977969343,-0.1046349905633876,0.3471623138997026
fixed,cond,NA,X_c,-0.012380241295661147,0.11846306012254201,-0.2394237886722164,0.22064773149132064
fixed,cond,NA,X_k,0.13843808150119213,0.1642508163609353,-0.1838172618492859,0.4733164856625829
fixed,cond,NA,X_c:X_k,-0.06340520577431509,0.1762112109896088,-0.41419319007274874,0.2717996249685024
ran_pars,cond,item_id,sd__(Intercept),0.6128505937767248,0.04960025490935082,0.5292715255307939,0.7208320959868353
ran_pars,cond,item_id,sd__X_c,0.6859776546568856,0.06105296668405401,0.5738016326202168,0.812980141472144
ran_pars,cond,subj_id,sd__(Intercept),0.6112916267304641,0.07493531716116687,0.4798881089737565,0.7697190919701994
ran_pars,cond,subj_id,sd__X_c,0.5892045675488722,0.080647900300887,0.4517122396732391,0.7721629841501231
ran_pars,cond,subj_id,sd__X_k,0.6386554020897276,0.08362033771108741,0.495236924253115,0.8164561544322126
ran_pars,cond,subj_id,sd__X_c:X_k,0.5260023955434471,0.10924013497501216,0.3303528429857504,0.7601930128487869
ran_pars,cond,item_id,cor__(Intercept).X_c,0.10769843484551113,0.12313521396025792,-0.14266978654647955,0.34470456538720723
ran_pars,cond,subj_id,cor__(Intercept).X_c,0.1236338516296556,0.16525552515161018,-0.20799697726883726,0.43776865815146615
ran_pars,cond,subj_id,cor__(Intercept).X_k,0.219437337327906,0.15916232117814305,-0.11113154683953487,0.5146138062358706
ran_pars,cond,subj_id,cor__X_c.X_k,0.08625367705410528,0.17244697728704902,-0.2526481647501611,0.4188718753376091
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,0.27214642635898006,0.19847899599806718,-0.13666362229558712,0.6308336024715838
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,0.38040991016498493,0.1977321861913414,-0.042379714810058935,0.7241180829873631
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,0.08936934602107681,0.20710362300515092,-0.3034211973369354,0.49006245079306804
fixed,cond,NA,(Intercept),-0.23326329167335752,0.10160164057285997,-0.43719480489775325,-0.03147564032616542
fixed,cond,NA,X_c,0.1887045093864822,0.11099530680612062,-0.03100450475288099,0.40478590555566507
fixed,cond,NA,X_k,-0.10496192438664077,0.15946581252236178,-0.42220969646993306,0.2044983107288267
fixed,cond,NA,X_c:X_k,0.11257028065269382,0.16614077472808214,-0.20662364930326746,0.43744824782692515
ran_pars,cond,item_id,sd__(Intercept),0.5991626655921337,0.047942455985146924,0.512919830489277,0.7002124589870395
ran_pars,cond,item_id,sd__X_c,0.47918019203563894,0.050345718051441106,0.3866323352728854,0.5831333876643668
ran_pars,cond,subj_id,sd__(Intercept),0.5346295456673121,0.06959259784399838,0.41954271863626574,0.6918213179428676
ran_pars,cond,subj_id,sd__X_c,0.6041157816493191,0.08178839282487661,0.4643170144632025,0.7835215089575145
ran_pars,cond,subj_id,sd__X_k,0.6196574383449395,0.08561269740569961,0.4757755369512468,0.8072323041494854
ran_pars,cond,subj_id,sd__X_c:X_k,0.7097340095360162,0.11537065285803673,0.5034184906067944,0.9652779575469553
ran_pars,cond,item_id,cor__(Intercept).X_c,-0.15338504263032282,0.13073060219998017,-0.40176837243728547,0.10856176153384886
ran_pars,cond,subj_id,cor__(Intercept).X_c,-0.032438551100708944,0.17208704453188187,-0.3639262382565779,0.2962812027674899
ran_pars,cond,subj_id,cor__(Intercept).X_k,0.1572034401180693,0.16359197157456443,-0.17703837424525595,0.4683162364753641
ran_pars,cond,subj_id,cor__X_c.X_k,-0.11928270216160299,0.172855618512201,-0.44535725903848095,0.22575680096686254
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,0.03048127152612222,0.18375110986450557,-0.328993317431851,0.3815076022998076
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,-0.1992308958032111,0.18413637535936536,-0.5397627245745283,0.16838656989543327
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,0.008691237503133196,0.19033165726914744,-0.361150139463187,0.38003814312201634
fixed,cond,NA,(Intercept),-0.07844586265645277,0.12922505249075528,-0.322788790222835,0.18571217303752796
fixed,cond,NA,X_c,0.027320914635242242,0.12341963433687636,-0.21811145968187418,0.2722918359218339
fixed,cond,NA,X_k,0.04543978285040033,0.15895085226988234,-0.26168670764828855,0.3666873895245468
fixed,cond,NA,X_c:X_k,-0.251559039024886,0.14652939429405493,-0.5275328491358533,0.040372410240566065
ran_pars,cond,item_id,sd__(Intercept),0.5688369847641734,0.045647424060842996,0.4888716909608788,0.6664664603376262
ran_pars,cond,item_id,sd__X_c,0.47574411207940004,0.0542005261518222,0.3778998836698416,0.5883724912211257
ran_pars,cond,subj_id,sd__(Intercept),0.6941244483475971,0.0860775234954421,0.5468751071769374,0.8841269728058064
ran_pars,cond,subj_id,sd__X_c,0.6920744739475946,0.0929769565794371,0.5339026449044578,0.8880607697823609
ran_pars,cond,subj_id,sd__X_k,0.6821360415977845,0.08980262603141825,0.5315043785398619,0.8848182733604568
ran_pars,cond,subj_id,sd__X_c:X_k,0.5545999905402543,0.10666819500156868,0.36989881150449294,0.7847309619713018
ran_pars,cond,item_id,cor__(Intercept).X_c,0.036573734762138,0.13449447358555933,-0.2204393869171119,0.3003433163296396
ran_pars,cond,subj_id,cor__(Intercept).X_c,-0.20562794957286326,0.15625193399681528,-0.4954271820822786,0.11385774451593918
ran_pars,cond,subj_id,cor__(Intercept).X_k,0.03227474182284999,0.16593452693852515,-0.2898095135360849,0.3539369702518813
ran_pars,cond,subj_id,cor__X_c.X_k,0.19321019294530564,0.16426163395879356,-0.14613163032431623,0.4962517246477919
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,0.23970412297740995,0.2011934681043041,-0.18434166515557024,0.6054724130542075
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,-0.00316023417228682,0.20062447416789156,-0.38945618074439176,0.37525509253735334
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,0.16154637355147644,0.1968388863617867,-0.233076699234757,0.5316962458139308
fixed,cond,NA,(Intercept),-0.06073172618274561,0.10998698562774359,-0.27644149744512747,0.15285540486885818
fixed,cond,NA,X_c,0.07145054383705912,0.12484997042688345,-0.18074618280835894,0.3177266379685463
fixed,cond,NA,X_k,0.06653610673845187,0.16435006151015338,-0.2673808250256204,0.4021787860513343
fixed,cond,NA,X_c:X_k,0.34039023877509816,0.16904627830114297,0.0116428750793945,0.6838589624234828
ran_pars,cond,item_id,sd__(Intercept),0.6097165276023431,0.048283810072312645,0.5235131783590349,0.7123128813177024
ran_pars,cond,item_id,sd__X_c,0.5552720232512666,0.054659507535423375,0.4558673811241892,0.6709138814816938
ran_pars,cond,subj_id,sd__(Intercept),0.6199463200889772,0.07591674109658121,0.4888377966459425,0.7888391069792506
ran_pars,cond,subj_id,sd__X_c,0.6652586907827701,0.08790722401553294,0.5164514333673623,0.8600794707416974
ran_pars,cond,subj_id,sd__X_k,0.6500624713684494,0.08743569143439266,0.5026767964978548,0.8411599704448842
ran_pars,cond,subj_id,sd__X_c:X_k,0.6845631713652469,0.11526180864161027,0.4833178467534938,0.9380781882294996
ran_pars,cond,item_id,cor__(Intercept).X_c,-0.05064838227997581,0.12734801064366602,-0.29702384640779367,0.20022821059297766
ran_pars,cond,subj_id,cor__(Intercept).X_c,0.1771396826214662,0.16223198795977983,-0.14579579738476406,0.47051880418358355
ran_pars,cond,subj_id,cor__(Intercept).X_k,-0.21318305218105935,0.1619094216020364,-0.5123401626608687,0.12880405150796898
ran_pars,cond,subj_id,cor__X_c.X_k,-0.1986972487921969,0.1669986964465131,-0.5173518362125145,0.1390896020537043
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,-0.043265242258241715,0.18523887885001994,-0.4062743424958016,0.32009426121422274
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,0.1705924023040107,0.18603696742333653,-0.21631013905838062,0.515227209873217
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,0.17386899275327203,0.1878734545388262,-0.2054605926542939,0.5226233298445015
fixed,cond,NA,(Intercept),-0.18337455309620176,0.11682602568926354,-0.41827493338580823,0.04222107163031418
fixed,cond,NA,X_c,-0.09507516117337736,0.12211481307456866,-0.3349573901565084,0.14339758571094888
fixed,cond,NA,X_k,0.11124797307706012,0.15919161948594165,-0.20795373044398777,0.41696927924212174
fixed,cond,NA,X_c:X_k,0.3334556224981281,0.15608058351503337,0.027190929319358282,0.62987055857603
ran_pars,cond,item_id,sd__(Intercept),0.5257518894633086,0.042580949704201405,0.4489505863175918,0.6169002842717531
ran_pars,cond,item_id,sd__X_c,0.5759981688994652,0.05614915781170084,0.473963262393616,0.6895633120768813
ran_pars,cond,subj_id,sd__(Intercept),0.6470902090202562,0.07936254296169777,0.512298308486461,0.8270490043502841
ran_pars,cond,subj_id,sd__X_c,0.6492517053577592,0.08551453174658384,0.5028434767527491,0.8416657546609039
ran_pars,cond,subj_id,sd__X_k,0.7425676914638747,0.09801177463140456,0.5740555656682451,0.9600907110546166
ran_pars,cond,subj_id,sd__X_c:X_k,0.4967861101749841,0.11210397403663135,0.28248228744671905,0.7255638986316879
ran_pars,cond,item_id,cor__(Intercept).X_c,0.057587724312439394,0.1252312219891504,-0.1885421860503941,0.29770341308727005
ran_pars,cond,subj_id,cor__(Intercept).X_c,0.10881633906475922,0.16684503471935913,-0.2255428917111283,0.42372075461170483
ran_pars,cond,subj_id,cor__(Intercept).X_k,-0.13561162259583096,0.1651057078224831,-0.44346091960784473,0.19081759298212328
ran_pars,cond,subj_id,cor__X_c.X_k,-0.057408479145035454,0.1724462163081407,-0.38054008165274816,0.28463777442529103
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,-0.13047586174919562,0.19935935507072544,-0.5016278609266037,0.2728753437982377
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,-0.20302473416986905,0.20019628874179704,-0.5656822442369523,0.21120952587551042
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,0.18844477405568327,0.20681971841045907,-0.22391194576776755,0.5769051827128071
fixed,cond,NA,(Intercept),0.0380789229786685,0.09993909021351605,-0.15874580926590934,0.2274680018795452
fixed,cond,NA,X_c,-0.0773454117553221,0.11952606125716908,-0.31428587451941414,0.16718196288441467
fixed,cond,NA,X_k,0.073328678616341,0.15792843732926518,-0.24142759838075997,0.38510920289444284
fixed,cond,NA,X_c:X_k,-0.13534809890064478,0.19220898639115486,-0.5083721346761902,0.24256786196079813
ran_pars,cond,item_id,sd__(Intercept),0.5596007410834163,0.04453726297898606,0.48081726020694643,0.6560253123313563
ran_pars,cond,item_id,sd__X_c,0.7285376691282518,0.06483621564124577,0.609131189257206,0.8614855625722101
ran_pars,cond,subj_id,sd__(Intercept),0.5186824843803618,0.06545378235591304,0.4070283046857727,0.6602895562559707
ran_pars,cond,subj_id,sd__X_c,0.5287024050970888,0.07192025323664464,0.40476088126216614,0.6874418413690395
ran_pars,cond,subj_id,sd__X_k,0.6718671962235858,0.09188913315879045,0.5194736637040731,0.8844476126379995
ran_pars,cond,subj_id,sd__X_c:X_k,0.7244217096592734,0.11762510975179728,0.5261782385158206,0.9812996669909491
ran_pars,cond,item_id,cor__(Intercept).X_c,-0.06413966240075865,0.11563887548069308,-0.28654409261325703,0.16826541865342085
ran_pars,cond,subj_id,cor__(Intercept).X_c,-0.09051114945117306,0.17112688948720903,-0.41661371800243213,0.23912319316276331
ran_pars,cond,subj_id,cor__(Intercept).X_k,0.026215485267335612,0.16918689848164423,-0.3020722234277582,0.3584143748199642
ran_pars,cond,subj_id,cor__X_c.X_k,0.10300555681803496,0.17290681663260155,-0.23729341475351823,0.4279149028573066
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,-0.33473763274307583,0.17176466966337375,-0.6327234857848605,0.02457133658031913
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,0.019907506733632247,0.18611659818697593,-0.3483851373714329,0.3856362728272757
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,-0.04104565850549114,0.18677597749402805,-0.399684535682578,0.3251637435587776
fixed,cond,NA,(Intercept),-0.0040885958247115,0.12586970357895783,-0.24943967969933944,0.24113218694465136
fixed,cond,NA,X_c,0.19146475978848843,0.13644214388033682,-0.06787924746773147,0.46072597836337453
fixed,cond,NA,X_k,0.02728137487453347,0.1367405021028872,-0.2267994071264496,0.3026333475822337
fixed,cond,NA,X_c:X_k,0.022119803426693455,0.1716947703802312,-0.3010850685686007,0.35308295558337705
ran_pars,cond,item_id,sd__(Intercept),0.5510827491872125,0.043697617919091554,0.4714247273752163,0.6433367003685965
ran_pars,cond,item_id,sd__X_c,0.5452416762174185,0.05418041658429375,0.4447152824178259,0.6594819621454645
ran_pars,cond,subj_id,sd__(Intercept),0.7156706870325752,0.08876924996834865,0.5661094226148141,0.9187088108458605
ran_pars,cond,subj_id,sd__X_c,0.7419845158504059,0.09621902658666746,0.5772148501157915,0.955220859415215
ran_pars,cond,subj_id,sd__X_k,0.47085686412856287,0.06885764509403514,0.35154938103519806,0.6246179101587114
ran_pars,cond,subj_id,sd__X_c:X_k,0.6925488219598817,0.11703723175327108,0.48691650583083507,0.9518328119568973
ran_pars,cond,item_id,cor__(Intercept).X_c,-0.2044294447023397,0.12381895974715762,-0.4331777427592076,0.042865790322021244
ran_pars,cond,subj_id,cor__(Intercept).X_c,-0.14641624699151193,0.16197128963064744,-0.4470106274622162,0.18616010974005673
ran_pars,cond,subj_id,cor__(Intercept).X_k,0.20042832918245246,0.165956230290206,-0.13611907788222039,0.5071763526572223
ran_pars,cond,subj_id,cor__X_c.X_k,0.17953226413521511,0.17495137577240352,-0.16345333655687463,0.5119027456579496
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,-0.07183624368341014,0.18706293925097509,-0.4302777297566326,0.3030094601023776
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,0.045427319341151066,0.18699231505233255,-0.3197469280215239,0.4073335104007942
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,-0.47706010466618715,0.1691306418048799,-0.7653981556892266,-0.12389839816982154
fixed,cond,NA,(Intercept),-0.015844221303071518,0.10228886919871602,-0.22545825678200265,0.18621905264978855
fixed,cond,NA,X_c,-0.08495505281744013,0.13715021633227353,-0.3519925242197018,0.18722967563431903
fixed,cond,NA,X_k,0.013380888922209518,0.15886079352873855,-0.2944179404538912,0.32552684235903306
fixed,cond,NA,X_c:X_k,-0.06670247950666496,0.17704473481469726,-0.412147936849615,0.2686261945649859
ran_pars,cond,item_id,sd__(Intercept),0.5759619515845879,0.046492847722382526,0.4932940188938862,0.6727524138588188
ran_pars,cond,item_id,sd__X_c,0.597109207123259,0.05785824876503981,0.4918407939458779,0.7229776327208736
ran_pars,cond,subj_id,sd__(Intercept),0.5204500895209967,0.0647800886810473,0.41158652114068667,0.6618022237549156
ran_pars,cond,subj_id,sd__X_c,0.7477156997655114,0.09525848272680883,0.5841576809707888,0.9544137745560963
ran_pars,cond,subj_id,sd__X_k,0.6561569691903849,0.08554010974853109,0.5082312352389107,0.8411300075702441
ran_pars,cond,subj_id,sd__X_c:X_k,0.6809079381615287,0.11299885116543247,0.48384474734560146,0.927764504328778
ran_pars,cond,item_id,cor__(Intercept).X_c,-0.07921068048953073,0.12283441166863109,-0.3126601520164639,0.16580439868595165
ran_pars,cond,subj_id,cor__(Intercept).X_c,0.08292019207162461,0.1625700601433187,-0.23621424628749513,0.3902006569705441
ran_pars,cond,subj_id,cor__(Intercept).X_k,-0.3161121938715434,0.1497236107195295,-0.5904711870835736,-0.0021474439875290097
ran_pars,cond,subj_id,cor__X_c.X_k,-0.07475795167116629,0.171008756332911,-0.4004677558567738,0.2699434721834536
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,-0.4257853662129653,0.16142014640078478,-0.7108524748903565,-0.07510672141065024
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,-0.10130432770380435,0.18265796859867625,-0.4535452396682613,0.24858655313933775
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,0.15104113769587976,0.19047955119814006,-0.2281179592334424,0.4991942795313527
fixed,cond,NA,(Intercept),0.017736857474032225,0.11408772490278808,-0.20502991282103053,0.24703251926108655
fixed,cond,NA,X_c,0.060287889191608685,0.1242806444202267,-0.18889031446569815,0.2995400106483988
fixed,cond,NA,X_k,0.00870777663431485,0.15016008917860832,-0.2762642730375071,0.30846620844514405
fixed,cond,NA,X_c:X_k,-0.21689009953670185,0.164630661294306,-0.5352181075752728,0.10476611974589214
ran_pars,cond,item_id,sd__(Intercept),0.5670626377123491,0.04633118456285816,0.4854425778304507,0.6699871653098994
ran_pars,cond,item_id,sd__X_c,0.5177789812973699,0.05271933745138361,0.4206765418986577,0.6266420089292731
ran_pars,cond,subj_id,sd__(Intercept),0.6368528432584122,0.07806585349114635,0.5074722595443744,0.811536807140077
ran_pars,cond,subj_id,sd__X_c,0.6705337304160609,0.09143281487864809,0.5123071152829587,0.8759168186644383
ran_pars,cond,subj_id,sd__X_k,0.5641443206618256,0.0806520053982969,0.4285642065176956,0.7475761181503405
ran_pars,cond,subj_id,sd__X_c:X_k,0.6825699577465292,0.11962469279556462,0.47560977633532725,0.9448270784928797
ran_pars,cond,item_id,cor__(Intercept).X_c,-0.019958600272337142,0.1287809235625878,-0.2703751907369848,0.2311900637378223
ran_pars,cond,subj_id,cor__(Intercept).X_c,-0.09711884591924831,0.16833892150489918,-0.4125821974152922,0.24087067469848122
ran_pars,cond,subj_id,cor__(Intercept).X_k,0.04599187596947199,0.16698689874098327,-0.2867242824113387,0.36990029246750517
ran_pars,cond,subj_id,cor__X_c.X_k,-0.03347233531400376,0.17494385548188052,-0.3603470583075849,0.3159615699502016
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,0.14558260090906563,0.18697460795392237,-0.2193858296343314,0.4915994077686272
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,-0.03717213189380859,0.19309519392042782,-0.41527098015188674,0.3448778632595721
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,0.1706492631284978,0.19290927912882608,-0.22688152551317667,0.5267457481930335
fixed,cond,NA,(Intercept),-0.006589722493853873,0.12884423683497512,-0.26498381778882063,0.23553499655775073
fixed,cond,NA,X_c,-0.059311374899335995,0.11675257337239953,-0.2800908931714281,0.17987129590538806
fixed,cond,NA,X_k,-0.22262970806511237,0.15307481728578468,-0.5383475226562345,0.06559314021418912
fixed,cond,NA,X_c:X_k,-0.17257150058615459,0.1618432134587383,-0.49147674704285554,0.14083955780060586
ran_pars,cond,item_id,sd__(Intercept),0.5508839684418193,0.04421259695218674,0.4704563566704677,0.6431840122068382
ran_pars,cond,item_id,sd__X_c,0.5417123088987977,0.05584650421465509,0.4422388779483804,0.6598834342704814
ran_pars,cond,subj_id,sd__(Intercept),0.6835531969633722,0.0847127038641031,0.53600355005631,0.8733848152593582
ran_pars,cond,subj_id,sd__X_c,0.6338668907226038,0.0848434718697113,0.49153942679364987,0.8209110550530885
ran_pars,cond,subj_id,sd__X_k,0.6495307490468878,0.08727275277069735,0.5022482380357228,0.8460047498665728
ran_pars,cond,subj_id,sd__X_c:X_k,0.666845299238947,0.1139300557478188,0.4670663517859695,0.9190063428597594
ran_pars,cond,item_id,cor__(Intercept).X_c,-0.017647768029996742,0.12977129537841292,-0.2662786745710296,0.23398548650857262
ran_pars,cond,subj_id,cor__(Intercept).X_c,-0.12942916077504055,0.1635669779772401,-0.44766225843847424,0.1926662788371314
ran_pars,cond,subj_id,cor__(Intercept).X_k,-0.05489163129335091,0.1645354708827017,-0.37686899933960283,0.26350563480124356
ran_pars,cond,subj_id,cor__X_c.X_k,-0.2697414937566413,0.16153345714134504,-0.5659691903701568,0.06378117363904656
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,0.2899633247539738,0.180329977866141,-0.08689530307097046,0.6043176488089145
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,0.14600713430600204,0.19099125477131088,-0.23630808995572897,0.5027238963347574
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,-0.09133508309213267,0.1898563736775109,-0.44855552506678076,0.2705510881577638
fixed,cond,NA,(Intercept),-0.012124813526173329,0.12205109255109517,-0.24210469331383552,0.24195213554929668
fixed,cond,NA,X_c,0.04318779363214767,0.14038383795333229,-0.23741359015683203,0.3134150918119702
fixed,cond,NA,X_k,0.3200746912114938,0.18634182501177685,-0.03910744192160999,0.6903010720460365
fixed,cond,NA,X_c:X_k,-0.21005533927225703,0.18918516108622982,-0.5874434147934506,0.16606889898634866
ran_pars,cond,item_id,sd__(Intercept),0.6998166289785982,0.057165622416706585,0.5980516234074955,0.8208178409714932
ran_pars,cond,item_id,sd__X_c,0.7474936613503073,0.06748560932825017,0.6243003583491123,0.8888385651482702
ran_pars,cond,subj_id,sd__(Intercept),0.6252918965729141,0.07913024181927557,0.4913064682595584,0.7971121425775418
ran_pars,cond,subj_id,sd__X_c,0.7149145688129638,0.09389946574965029,0.558980390496048,0.9320265865907356
ran_pars,cond,subj_id,sd__X_k,0.7394847992228949,0.10038663872455468,0.5747286590070806,0.9671205451639205
ran_pars,cond,subj_id,sd__X_c:X_k,0.6098295009746555,0.11344812372148877,0.4110151282958145,0.8588881806873722
ran_pars,cond,item_id,cor__(Intercept).X_c,0.16250238534471592,0.11805408670300979,-0.0728455155300862,0.3771096858317029
ran_pars,cond,subj_id,cor__(Intercept).X_c,-0.08449831518954388,0.16972622126599282,-0.40488206752941763,0.26565464030886404
ran_pars,cond,subj_id,cor__(Intercept).X_k,-0.0397118181046324,0.1649715082888859,-0.36033107007718307,0.28759816907236113
ran_pars,cond,subj_id,cor__X_c.X_k,-0.11316713374369161,0.16491113796135665,-0.41605734393710125,0.22081927229662948
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,-0.029145721146719063,0.20332568459050054,-0.41652290757001126,0.3673226584398399
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,-0.23118448456864968,0.18990460282016053,-0.5761317214386399,0.16699024401635723
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,0.055775868315106364,0.20404747576578558,-0.345230212653845,0.4425850613490899
fixed,cond,NA,(Intercept),-0.14183738121244438,0.1068380712880425,-0.35252132717380147,0.06905509701269921
fixed,cond,NA,X_c,-0.03522268026193792,0.11912397832831197,-0.2750522810005693,0.19376198225543662
fixed,cond,NA,X_k,-0.05166443756291227,0.1303728704123291,-0.3101941166329152,0.20583871817265373
fixed,cond,NA,X_c:X_k,-0.035769412455842746,0.16563009814711305,-0.3667796586026823,0.2820461390329275
ran_pars,cond,item_id,sd__(Intercept),0.49085665858798716,0.042035945741155094,0.4152112423087997,0.5768616678287466
ran_pars,cond,item_id,sd__X_c,0.6694247404040137,0.06128295711583968,0.5584628581427925,0.7969170629944582
ran_pars,cond,subj_id,sd__(Intercept),0.6213232441435964,0.07802984985672819,0.49314684701174816,0.7960279447632231
ran_pars,cond,subj_id,sd__X_c,0.5516681020931208,0.07509561159162297,0.4238137439988691,0.7188854254211923
ran_pars,cond,subj_id,sd__X_k,0.48837589193550157,0.06900404857807037,0.3699547767075738,0.6400649380018738
ran_pars,cond,subj_id,sd__X_c:X_k,0.4969493841218957,0.10557207170341884,0.3050804846655276,0.7182958482788393
ran_pars,cond,item_id,cor__(Intercept).X_c,-0.14528770613298891,0.12030290411879997,-0.36560086227701305,0.09795842638420613
ran_pars,cond,subj_id,cor__(Intercept).X_c,0.13851516040090428,0.16989417497830697,-0.19703539862075672,0.45950029546053384
ran_pars,cond,subj_id,cor__(Intercept).X_k,-0.24902999010703888,0.1659883461273175,-0.5505876533247321,0.09787794151202744
ran_pars,cond,subj_id,cor__X_c.X_k,-0.17700262214698315,0.17621110599490625,-0.4962986982831191,0.1872008431800013
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,-0.2276711696807855,0.20255503233679853,-0.5943751498328892,0.19333416847322157
