effect,component,group,term,estimate,std.error,conf.low,conf.high
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,-0.34256737684070243,0.17664419331482345,-0.6527848397327035,0.03953936600637644
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,0.16655552541576663,0.19277545733907372,-0.22199441583445348,0.5272969680284489
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,-0.05884844092987897,0.1923910915049094,-0.4219066354464601,0.33332086260186683
fixed,cond,NA,(Intercept),-0.1853846311929091,0.1115909818717393,-0.41135762822552785,0.02427380487805448
fixed,cond,NA,X_c,-0.13443745031819135,0.1488638350099207,-0.42316679693086945,0.15977356443115337
fixed,cond,NA,X_k,0.031948093725867745,0.14021249397630567,-0.2422672926997198,0.300024708022131
fixed,cond,NA,X_c:X_k,0.39220851857692146,0.15663071385611668,0.0947473186554282,0.6966017193807229
ran_pars,cond,item_id,sd__(Intercept),0.503506388062287,0.04025009882633723,0.42800226314760775,0.586277717191583
ran_pars,cond,item_id,sd__X_c,0.49947281786245173,0.05332932980951363,0.4012633649226279,0.6073563842825965
ran_pars,cond,subj_id,sd__(Intercept),0.6415090652062803,0.08276366803950339,0.5071347735940405,0.8299083989832644
ran_pars,cond,subj_id,sd__X_c,0.8078858576578535,0.10256548171428381,0.6323651286178817,1.0355344435510738
ran_pars,cond,subj_id,sd__X_k,0.5739493689719863,0.07831680346833507,0.43828193031333396,0.7423662483656692
ran_pars,cond,subj_id,sd__X_c:X_k,0.6282998458445735,0.1123717994208238,0.4306202301987739,0.8719786000552863
ran_pars,cond,item_id,cor__(Intercept).X_c,0.07025151320488246,0.1303071310957086,-0.1902188097203851,0.32013428670872196
ran_pars,cond,subj_id,cor__(Intercept).X_c,-0.2195806904179166,0.15782202931115427,-0.5079046556064428,0.10433354195301857
ran_pars,cond,subj_id,cor__(Intercept).X_k,0.00356361339682106,0.1634498867270899,-0.3237096176284723,0.3085536942689137
ran_pars,cond,subj_id,cor__X_c.X_k,0.3939314797484339,0.14759567556994838,0.07914674755284574,0.6494096584418019
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,-0.011535694506152556,0.19171301446828265,-0.3849474587882923,0.3679087267497952
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,-0.15366462317368934,0.18691265130616258,-0.5000432008843629,0.21481709539838176
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,-0.409212376776802,0.1747908414216724,-0.7076770765112128,-0.025148007388586437
fixed,cond,NA,(Intercept),-0.04547084527852157,0.12004217961671083,-0.28447803297732305,0.19388558410993875
fixed,cond,NA,X_c,-0.22950282214141687,0.10631051232818699,-0.44538837791043534,-0.022259869519173275
fixed,cond,NA,X_k,0.006833356797131561,0.1708264844108429,-0.3360556973001203,0.3325157408675738
fixed,cond,NA,X_c:X_k,-0.30240964972613665,0.1777438704942715,-0.6497563888481745,0.042112271771198084
ran_pars,cond,item_id,sd__(Intercept),0.6693885085116156,0.05213205751364062,0.5740332044059392,0.7811492957973823
ran_pars,cond,item_id,sd__X_c,0.6148301351610774,0.059607010653304135,0.5064020411024179,0.7373916406110711
ran_pars,cond,subj_id,sd__(Intercept),0.611982421097475,0.0775213776565784,0.4815326863805816,0.7808288150587468
ran_pars,cond,subj_id,sd__X_c,0.48900046661572105,0.06810980651167185,0.3714690669006991,0.6343213603018715
ran_pars,cond,subj_id,sd__X_k,0.560843179053313,0.08120609574183535,0.4225848648335023,0.742320918039335
ran_pars,cond,subj_id,sd__X_c:X_k,0.7188094765772822,0.1175740069018484,0.5118057420506493,0.9763516593729114
ran_pars,cond,item_id,cor__(Intercept).X_c,0.08010835619517137,0.12369263126908137,-0.16104186326494788,0.31240544334371884
ran_pars,cond,subj_id,cor__(Intercept).X_c,0.32136428496526515,0.15889083451892924,-0.022090596798204833,0.5976317575306301
ran_pars,cond,subj_id,cor__(Intercept).X_k,0.12890778642205522,0.16736294487649342,-0.2185929734848212,0.43708621865701486
ran_pars,cond,subj_id,cor__X_c.X_k,0.04577501078546982,0.18490057552857578,-0.3175231813383737,0.39785651060505
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,-0.1822331495752682,0.1819386555698689,-0.517427946061246,0.19601683963167374
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,-0.34113066449106927,0.17484972700474083,-0.6472072480907706,0.039124898453739065
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,0.027751598636515534,0.18913963304602607,-0.34811772670765906,0.3822784843935456
fixed,cond,NA,(Intercept),-0.11726377919629526,0.13564753728473564,-0.3756881711631953,0.15588987118285996
fixed,cond,NA,X_c,0.2284069973646742,0.11479340638092533,6.503656753649557e-4,0.4559963864943521
fixed,cond,NA,X_k,-0.16350639629994437,0.16979118129774842,-0.4948065952265646,0.16710592859911558
fixed,cond,NA,X_c:X_k,0.08554111109056015,0.1646222124858414,-0.22474988587449862,0.40660947377269646
ran_pars,cond,item_id,sd__(Intercept),0.6456601037752211,0.05315030719705559,0.5519531255880543,0.7572614385318838
ran_pars,cond,item_id,sd__X_c,0.6528079470381187,0.060011488096617806,0.5424827906285957,0.7800989109736407
ran_pars,cond,subj_id,sd__(Intercept),0.7289669256492038,0.08974774738125005,0.5758378937754096,0.9198496857975549
ran_pars,cond,subj_id,sd__X_c,0.540952874103494,0.07427596721779835,0.4134397336023556,0.7031265205079126
ran_pars,cond,subj_id,sd__X_k,0.638604047941038,0.08728263782029384,0.4882068890493165,0.8274690276136492
ran_pars,cond,subj_id,sd__X_c:X_k,0.48482617181025134,0.1081539246263841,0.28414220466523266,0.6998477007655194
ran_pars,cond,item_id,cor__(Intercept).X_c,0.05007235813835531,0.12055928826881047,-0.18352393965392244,0.28230512251271284
ran_pars,cond,subj_id,cor__(Intercept).X_c,-0.3318502848574845,0.15807910225662267,-0.6169541739876945,-0.0026868971918501223
ran_pars,cond,subj_id,cor__(Intercept).X_k,-0.21394764983598913,0.15988328789926298,-0.5131703475246211,0.11685445863532413
ran_pars,cond,subj_id,cor__X_c.X_k,-0.09690937751178498,0.1715829478422874,-0.42704304269975,0.2339607178126339
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,-0.20762968124550724,0.21307546690803994,-0.5865784788175544,0.2174780123200401
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,-0.2186446739871446,0.21765444795403943,-0.6118355563312814,0.21934403574200254
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,-0.25168492992091324,0.20991264420281208,-0.63264477508561,0.1721705002427531
fixed,cond,NA,(Intercept),0.08860146322365915,0.11671432661310939,-0.12993531488089544,0.31217628242181317
fixed,cond,NA,X_c,-0.1465738673240141,0.15023764300467543,-0.4509444455397721,0.14749859530146248
fixed,cond,NA,X_k,0.08241722195991165,0.1348931280887073,-0.18277390694006235,0.3490826665086498
fixed,cond,NA,X_c:X_k,-0.344783150864523,0.18224004097855395,-0.7015767839183369,0.020708217997655914
ran_pars,cond,item_id,sd__(Intercept),0.5639319205077195,0.045031578388261065,0.48260532770656106,0.6587697280258755
ran_pars,cond,item_id,sd__X_c,0.590445511081082,0.05756075556288168,0.48760305193245335,0.70890669237266
ran_pars,cond,subj_id,sd__(Intercept),0.6717083505613847,0.0823109048827104,0.5328822803004198,0.8522984570629618
ran_pars,cond,subj_id,sd__X_c,0.7937344183730499,0.10312951319030243,0.6208883879143963,1.0213185716001552
ran_pars,cond,subj_id,sd__X_k,0.4102690940177529,0.061894001480539154,0.30314805996452643,0.5436569474848542
ran_pars,cond,subj_id,sd__X_c:X_k,0.7848887110505142,0.12376196859195368,0.5684011739382969,1.047213855961193
ran_pars,cond,item_id,cor__(Intercept).X_c,0.032990799749902655,0.12473733674741021,-0.21974359233149815,0.27194031007044367
ran_pars,cond,subj_id,cor__(Intercept).X_c,-0.09782678975344782,0.1651334354606315,-0.41192015434839563,0.22807296488703355
ran_pars,cond,subj_id,cor__(Intercept).X_k,-0.32136785021854974,0.16879811686680876,-0.6150469154755167,0.03581722097296595
ran_pars,cond,subj_id,cor__X_c.X_k,-0.10546185766967511,0.18221590501634768,-0.43811803687972645,0.25650810139316615
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,-0.04687111871140486,0.17895979943880858,-0.39695397170002805,0.3046557633766826
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,-0.007919101484724671,0.18400272365434256,-0.36269835159069613,0.35168247101075734
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,0.20078245762379357,0.186493194205181,-0.17287116835775512,0.5418005235667921
fixed,cond,NA,(Intercept),0.04349638199801359,0.11773554496066257,-0.1793255387649582,0.27740000700115947
fixed,cond,NA,X_c,-0.0037675371647103986,0.10985403673761379,-0.2222192538159888,0.20650479388583026
fixed,cond,NA,X_k,0.11475873634774036,0.1519151669007541,-0.1878534356347765,0.41761751810712666
fixed,cond,NA,X_c:X_k,0.0317623737427327,0.16580846086614323,-0.28863564920649515,0.3618652660496467
ran_pars,cond,item_id,sd__(Intercept),0.5987388849550156,0.04931506043629142,0.5116024819849667,0.7072904336974151
ran_pars,cond,item_id,sd__X_c,0.5868470508295122,0.05728784302266879,0.48462245404401444,0.7070376358479945
ran_pars,cond,subj_id,sd__(Intercept),0.5951973767469115,0.07524848875656834,0.4655744857329351,0.7636199159140168
ran_pars,cond,subj_id,sd__X_c,0.5425523584453098,0.0730497104963858,0.4159193401462607,0.7011328339166503
ran_pars,cond,subj_id,sd__X_k,0.5371870059917747,0.07580709900452487,0.4092123581415505,0.7006035053873761
ran_pars,cond,subj_id,sd__X_c:X_k,0.5898003314627747,0.10779241660009686,0.3976776991473062,0.8252591854590229
ran_pars,cond,item_id,cor__(Intercept).X_c,-0.029345191077833437,0.12617896615193502,-0.27513521884057557,0.21770840958005735
ran_pars,cond,subj_id,cor__(Intercept).X_c,-0.1804872860390575,0.16974078041207166,-0.4825077665888329,0.16667836369969558
ran_pars,cond,subj_id,cor__(Intercept).X_k,-0.10583905726285603,0.16837924080400557,-0.4246389160474727,0.22643382962958547
ran_pars,cond,subj_id,cor__X_c.X_k,-0.208797338396633,0.16757879789517988,-0.520538349345964,0.13653464824572004
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,0.29186604347102024,0.18333944739196809,-0.0879210014034015,0.6158671298083847
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,-0.28694364385679344,0.18800169185579302,-0.6191643599716021,0.10756894694169536
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,0.09644641194309884,0.1985802908871106,-0.2993045791241523,0.4722305915661316
fixed,cond,NA,(Intercept),0.13799760352635662,0.1174227130731707,-0.08540369876315207,0.36607989548519027
fixed,cond,NA,X_c,0.1857373880180743,0.12915027268856433,-0.060806176135635805,0.43991026122961235
fixed,cond,NA,X_k,0.191087661075695,0.15658199752827207,-0.10875205327081378,0.5066703454756909
fixed,cond,NA,X_c:X_k,-0.15988356624506683,0.15005008006311804,-0.4565262366074661,0.13509579784118472
ran_pars,cond,item_id,sd__(Intercept),0.577863613722887,0.046183853185903075,0.49518469357035244,0.6756715763874174
ran_pars,cond,item_id,sd__X_c,0.5034418371165941,0.05307564889331657,0.406974617251101,0.6140918708360463
ran_pars,cond,subj_id,sd__(Intercept),0.6473520699673109,0.07876082558296489,0.5102337447619006,0.8175138814532293
ran_pars,cond,subj_id,sd__X_c,0.7253932724852925,0.09145330970647177,0.5653649828837461,0.930476748698624
ran_pars,cond,subj_id,sd__X_k,0.6344294792623336,0.08390265598611367,0.4885647864069106,0.8195110060686334
ran_pars,cond,subj_id,sd__X_c:X_k,0.5612141526394283,0.11176814240588478,0.3589551744850223,0.8025496329607573
ran_pars,cond,item_id,cor__(Intercept).X_c,-0.12147650694020536,0.1319627636262289,-0.3699613891756417,0.14077413711330894
ran_pars,cond,subj_id,cor__(Intercept).X_c,-0.3601096124662137,0.14454784211950164,-0.6182255293471361,-0.057897178041979344
ran_pars,cond,subj_id,cor__(Intercept).X_k,-0.11551349466256754,0.1619756669825189,-0.4255640998165128,0.20782150535123375
ran_pars,cond,subj_id,cor__X_c.X_k,-0.017238137266492794,0.16440406974024183,-0.32645410443988293,0.30284733358355326
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,0.43778777071428765,0.18037902425313837,0.04019770963555095,0.7396034599406881
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,0.14563589672855012,0.1951109657495735,-0.22906285113847658,0.5159719782712883
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,-0.17736290907273677,0.19702397765499233,-0.5458138786122082,0.22033335877477356
fixed,cond,NA,(Intercept),-0.0685232599906972,0.11400987919961486,-0.28645948680354244,0.1509321136083849
fixed,cond,NA,X_c,0.20164272365555166,0.1471951469237144,-0.08611175480838484,0.4859074191053567
fixed,cond,NA,X_k,0.20706149667378118,0.16180803947007977,-0.10490024752408506,0.5390226897302385
fixed,cond,NA,X_c:X_k,-0.01167090877972144,0.16054502294684295,-0.33072902136792776,0.3070509369200399
ran_pars,cond,item_id,sd__(Intercept),0.568208085416502,0.04611052268013876,0.48392075644709065,0.6688131364282719
ran_pars,cond,item_id,sd__X_c,0.6089024647717237,0.055967340430964845,0.5039563520014776,0.7281603559177539
ran_pars,cond,subj_id,sd__(Intercept),0.6329789745644192,0.07802775476918856,0.5016175722853128,0.8116838380203345
ran_pars,cond,subj_id,sd__X_c,0.852251114574771,0.10706541298914761,0.673594377740223,1.0906841917400458
ran_pars,cond,subj_id,sd__X_k,0.6904001907809489,0.08997940163013023,0.5344195309887925,0.885965745557757
ran_pars,cond,subj_id,sd__X_c:X_k,0.4867033933547656,0.10891853646132152,0.281129561728497,0.7125954286212589
ran_pars,cond,item_id,cor__(Intercept).X_c,0.03896150096037143,0.12380298978793995,-0.2042692950036341,0.277321433813452
ran_pars,cond,subj_id,cor__(Intercept).X_c,-0.026151077535919477,0.1595107337521922,-0.33783533279823474,0.28622955412059814
ran_pars,cond,subj_id,cor__(Intercept).X_k,-0.14009828547918352,0.16513250754182618,-0.46194770342025604,0.19162232058133233
ran_pars,cond,subj_id,cor__X_c.X_k,-0.024775372414396757,0.16789714884952103,-0.3491023073084073,0.29944753127358864
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,-0.1981892508544424,0.21030272694078428,-0.5855535743689018,0.2379688223966906
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,0.3593742602804719,0.19354115737124436,-0.05372418793005193,0.6995396431224755
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,0.3132726410144732,0.2053402079420764,-0.11084813503427321,0.6784783159433775
fixed,cond,NA,(Intercept),-0.14266824452360516,0.11431271144547378,-0.3619202128579045,0.08355032235737611
fixed,cond,NA,X_c,0.05049876109429041,0.12361941694389034,-0.1957609827352836,0.2954530795453681
fixed,cond,NA,X_k,0.16212412766402484,0.16846545080489536,-0.161685752314614,0.49949603133223636
fixed,cond,NA,X_c:X_k,-0.05426263601650192,0.178285373339712,-0.40186665610257993,0.2955564374292389
ran_pars,cond,item_id,sd__(Intercept),0.6201537886708015,0.04910524899918865,0.5300606419276013,0.7214498881359028
ran_pars,cond,item_id,sd__X_c,0.565752773376281,0.056788238822802595,0.463572718074711,0.6841566869731458
ran_pars,cond,subj_id,sd__(Intercept),0.5713872634296516,0.07318153804339073,0.4527332709356665,0.73448403632506
ran_pars,cond,subj_id,sd__X_c,0.662164076914614,0.09087274448563736,0.5097666059278464,0.8629635394418159
ran_pars,cond,subj_id,sd__X_k,0.6838259154702945,0.09212618138878521,0.5258208937583977,0.8872997780385737
ran_pars,cond,subj_id,sd__X_c:X_k,0.7190330488834284,0.11600360907922287,0.5226911768231634,0.9795332869675675
ran_pars,cond,item_id,cor__(Intercept).X_c,0.07467872655355745,0.12595977124649113,-0.17608832291844762,0.3099374793869629
ran_pars,cond,subj_id,cor__(Intercept).X_c,0.2804251307883628,0.15961869391695788,-0.05079518469905123,0.570948824441087
ran_pars,cond,subj_id,cor__(Intercept).X_k,-0.022360492254252858,0.16685326204525897,-0.3346074224616714,0.3068106699409173
ran_pars,cond,subj_id,cor__X_c.X_k,-0.08101042485884372,0.16623478361657718,-0.4012651745154484,0.24702710072498213
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,0.1447083466948458,0.18429048416345947,-0.2244870178047346,0.4838621124558547
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,-0.11719828343218476,0.17971814721648038,-0.4579018818311497,0.2398289833724258
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,-0.024053193810024735,0.19227657465607975,-0.3847275264760882,0.35911905223826907
fixed,cond,NA,(Intercept),-0.20271819358788842,0.10274820358495984,-0.40932202323699285,-0.002273043005564803
fixed,cond,NA,X_c,0.0013079948977675437,0.10680065918622685,-0.2038758043009616,0.20673983218990627
fixed,cond,NA,X_k,0.22631597578774273,0.15650232026421682,-0.08708058603564095,0.532808240935289
fixed,cond,NA,X_c:X_k,0.17498454125916693,0.17819006675930513,-0.1630715715143298,0.526265483638364
ran_pars,cond,item_id,sd__(Intercept),0.5666303960159261,0.04567820850869268,0.4837354622869002,0.6653297668237599
ran_pars,cond,item_id,sd__X_c,0.6070293232241445,0.058157613157184054,0.5022495360198161,0.7285821008694005
ran_pars,cond,subj_id,sd__(Intercept),0.49647376919669794,0.06252389889426983,0.391260931348598,0.635242412890623
ran_pars,cond,subj_id,sd__X_c,0.481814081758794,0.06748772778308577,0.3679423261726773,0.6325147501494226
ran_pars,cond,subj_id,sd__X_k,0.6580107320601969,0.08660478358429015,0.5111177188195012,0.8476948501082977
ran_pars,cond,subj_id,sd__X_c:X_k,0.7129760299034619,0.11489388801883421,0.516673976299271,0.9566121087045611
ran_pars,cond,item_id,cor__(Intercept).X_c,-0.2694024559169939,0.11396534819626364,-0.4825769577900281,-0.038152026216242
ran_pars,cond,subj_id,cor__(Intercept).X_c,-0.08009078102102,0.17178616452361797,-0.4096460422334554,0.25910694256455635
ran_pars,cond,subj_id,cor__(Intercept).X_k,0.029046360293626054,0.16424423752921213,-0.2885929991512277,0.34356778273836314
ran_pars,cond,subj_id,cor__X_c.X_k,-0.1888540529137691,0.1740831562317279,-0.5064583947027783,0.16799694808571397
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,0.24283056627553357,0.17321977880573008,-0.10812486400907431,0.5688144036052272
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,-0.014258829525164895,0.19193260605318765,-0.3837389238461963,0.36583843643148756
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,-0.12779975075299693,0.18527556822742824,-0.4687394822142448,0.25944590646466975
fixed,cond,NA,(Intercept),-0.03508162324191742,0.11469033005385405,-0.2578824018811371,0.2040316263351043
fixed,cond,NA,X_c,0.10164608229847633,0.11818299196049878,-0.1302083996792727,0.33570899612811655
fixed,cond,NA,X_k,0.0011247344730390934,0.14867560561175858,-0.28924107600078475,0.2861235562598084
fixed,cond,NA,X_c:X_k,-0.031703298890973175,0.16615471855885214,-0.3477996983162751,0.29571154329107047
ran_pars,cond,item_id,sd__(Intercept),0.5910110007304888,0.04874182746569376,0.5041531142409996,0.694852451950962
ran_pars,cond,item_id,sd__X_c,0.6385077280202326,0.0596027840290279,0.5316832375871905,0.7604395597999317
ran_pars,cond,subj_id,sd__(Intercept),0.5961014774310277,0.07662203101315261,0.4666525520048769,0.7607612659437467
ran_pars,cond,subj_id,sd__X_c,0.5849497329388467,0.07704337314755523,0.4527890632327848,0.7531911490994939
ran_pars,cond,subj_id,sd__X_k,0.5246553879265463,0.07304993259827197,0.39739025231247704,0.6850313478424996
ran_pars,cond,subj_id,sd__X_c:X_k,0.5332377682854438,0.10780095294878968,0.3372162238061396,0.769919511770739
ran_pars,cond,item_id,cor__(Intercept).X_c,-0.09438196392747372,0.12483331056093472,-0.331232529834746,0.15728250910412545
ran_pars,cond,subj_id,cor__(Intercept).X_c,0.18235460446865911,0.16299246394423378,-0.1336874436329665,0.48461459690506586
ran_pars,cond,subj_id,cor__(Intercept).X_k,-0.2534390046922712,0.1657932701646445,-0.5555038458327061,0.08155264571022851
ran_pars,cond,subj_id,cor__X_c.X_k,-0.1582586862899773,0.16988088886404626,-0.4813646025336769,0.17223870536907102
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,-0.09618763033834664,0.20102164089634666,-0.4745229904742493,0.2995404722102838
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,-0.004298246716277573,0.2114174004596853,-0.42299658857677097,0.4053451272563102
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,0.1346636070798024,0.20909008977268279,-0.2854327376099083,0.5279217663688436
fixed,cond,NA,(Intercept),0.08322103937566612,0.11823487743548483,-0.1552005955541191,0.31118746714208384
fixed,cond,NA,X_c,-0.08196823742424739,0.1174896199702417,-0.3123292134995572,0.14555693766794645
fixed,cond,NA,X_k,0.010991825761580138,0.15771406694850176,-0.3042611291701875,0.31303878473875296
fixed,cond,NA,X_c:X_k,0.21565051386101164,0.17298031478125003,-0.12887314597419341,0.5509636631488946
ran_pars,cond,item_id,sd__(Intercept),0.545871756361053,0.04419902043408293,0.4649937465774137,0.6353538067776671
ran_pars,cond,item_id,sd__X_c,0.5468494236723872,0.05360042798080802,0.4487791972067354,0.6605363980452904
ran_pars,cond,subj_id,sd__(Intercept),0.6462984075747045,0.07658064966252376,0.5140763931443671,0.8157433749459916
ran_pars,cond,subj_id,sd__X_c,0.5925042057766412,0.08545766069241209,0.4477479591891248,0.7840003810653667
ran_pars,cond,subj_id,sd__X_k,0.6779526542282509,0.08995008298617214,0.5268465884759072,0.8712286813575985
ran_pars,cond,subj_id,sd__X_c:X_k,0.7125769092897294,0.1132192833072611,0.5160367880902026,0.9590161505815227
ran_pars,cond,item_id,cor__(Intercept).X_c,0.039376201719332184,0.12543606572939175,-0.2099969572434676,0.2779251407916021
ran_pars,cond,subj_id,cor__(Intercept).X_c,0.07332326047908799,0.17042228286135727,-0.2618601591183338,0.39660809794151275
ran_pars,cond,subj_id,cor__(Intercept).X_k,-0.1294492091858268,0.16543540274021884,-0.4356013717550857,0.20597715996243038
ran_pars,cond,subj_id,cor__X_c.X_k,-0.16864066104900294,0.1679211168892424,-0.4832633758729708,0.17199081617279058
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,0.11195903368169846,0.1806910704876085,-0.25273904399235486,0.45222530728248644
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,-0.17692634467325605,0.1907146683042078,-0.5330011500577503,0.20452957575208622
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,-0.22512992915537414,0.1774351111618656,-0.5442231902866101,0.14670155887339686
fixed,cond,NA,(Intercept),0.1452918540135587,0.10808839558821903,-0.06115271197240599,0.3543551442166134
fixed,cond,NA,X_c,0.03973308827687428,0.11714836443648369,-0.1952394303316638,0.2652674864275917
fixed,cond,NA,X_k,0.18071419151232343,0.1454290633101448,-0.09436543618225979,0.46917931058885964
fixed,cond,NA,X_c:X_k,0.01972185051046215,0.1664522743240647,-0.30438994285204624,0.3395917127586796
ran_pars,cond,item_id,sd__(Intercept),0.5453158169165416,0.04417416813799802,0.4656686771918614,0.6394683586967592
ran_pars,cond,item_id,sd__X_c,0.5056016696344506,0.05430025356983174,0.4081169953663252,0.6207791376728024
ran_pars,cond,subj_id,sd__(Intercept),0.5881445105911557,0.07404290843446733,0.4655230988897219,0.7571441074762635
ran_pars,cond,subj_id,sd__X_c,0.6143919638130524,0.08250837943763885,0.4730129893725215,0.794988153811781
ran_pars,cond,subj_id,sd__X_k,0.5830782254867564,0.07949693914351336,0.44567730071652495,0.7600133297440137
ran_pars,cond,subj_id,sd__X_c:X_k,0.7139985605506896,0.12076575986318129,0.5019627415526554,0.9772119955478329
ran_pars,cond,item_id,cor__(Intercept).X_c,-0.09584301805693085,0.13184426477951536,-0.3599143343542619,0.16484880903687793
ran_pars,cond,subj_id,cor__(Intercept).X_c,0.17387982811757935,0.163878765847487,-0.15462604793950066,0.4807046466602404
ran_pars,cond,subj_id,cor__(Intercept).X_k,0.18152187119223065,0.16533338851963525,-0.15248109439411636,0.48840939853326026
ran_pars,cond,subj_id,cor__X_c.X_k,-0.20070411467776222,0.16751688344739094,-0.5084414477154703,0.1435912762679597
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,0.15708749195231816,0.1836730144703355,-0.21292560136480154,0.5074258238206336
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,0.11565251820820291,0.1883866437878475,-0.25514577233444435,0.4784678024194342
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,0.22579938594517637,0.18382751812862586,-0.1528776016857453,0.5704395469595424
fixed,cond,NA,(Intercept),0.1595308553005671,0.11611893963584945,-0.06682689571582866,0.3868802482185065
fixed,cond,NA,X_c,0.1185863111155807,0.11868813875237555,-0.11741580986064251,0.3484591200054226
fixed,cond,NA,X_k,-0.05122012097949564,0.14549615744306266,-0.33454277081643385,0.23928010558660714
fixed,cond,NA,X_c:X_k,-0.203774157403336,0.16649322810995293,-0.5275585400407571,0.13253941336738093
ran_pars,cond,item_id,sd__(Intercept),0.6011229752645669,0.048348227743386284,0.5136519531003376,0.7018233632119595
ran_pars,cond,item_id,sd__X_c,0.570837504579532,0.05566900824701943,0.47200073285047695,0.6919841975001945
ran_pars,cond,subj_id,sd__(Intercept),0.6522481374625061,0.08241224656897672,0.5136770590590413,0.8342650477699354
ran_pars,cond,subj_id,sd__X_c,0.6462022222577685,0.08556400513175334,0.5023988002670766,0.8409157694708509
ran_pars,cond,subj_id,sd__X_k,0.48099751188457796,0.07014173723258413,0.3579985004963427,0.6311733875282556
ran_pars,cond,subj_id,sd__X_c:X_k,0.6555909241007253,0.1124649355048468,0.45912164027474417,0.8959817430942751
ran_pars,cond,item_id,cor__(Intercept).X_c,-0.036734887702858224,0.1310160564930067,-0.2932307207097606,0.21305445763305098
ran_pars,cond,subj_id,cor__(Intercept).X_c,0.11323744865425976,0.16582473758501184,-0.20820327036783018,0.4231168830448507
ran_pars,cond,subj_id,cor__(Intercept).X_k,0.19664035009463973,0.17052633395143063,-0.1493341251821013,0.5171960627519822
ran_pars,cond,subj_id,cor__X_c.X_k,0.0033897329137772387,0.17745795227952335,-0.3436977007004037,0.34449653847874945
ran_pars,cond,subj_id,cor__(Intercept).X_c:X_k,0.10198524130907409,0.19083755468681493,-0.2811122568685021,0.4592463808269008
ran_pars,cond,subj_id,cor__X_c.X_c:X_k,-0.15230086614625438,0.1898540134043314,-0.5123829353619119,0.2170406784220249
ran_pars,cond,subj_id,cor__X_k.X_c:X_k,-0.2544502126189586,0.19327091423167553,-0.6045118146362887,0.13866906220858996
fixed,cond,NA,(Intercept),0.05653297120383696,0.14466255088248095,-0.23072737085328945,0.33142082985697513
fixed,cond,NA,X_c,-0.07316949435783984,0.10425535604715044,-0.2817328928610778,0.13172943000240828
fixed,cond,NA,X_k,0.21585444762542924,0.17200517135488627,-0.1266980714370805,0.5647399258196119
fixed,cond,NA,X_c:X_k,0.008274802818429315,0.17141733476695356,-0.32628823757821623,0.3424080631263602
ran_pars,cond,item_id,sd__(Intercept),0.6584044850598391,0.05303801661917452,0.5639136814144291,0.7680412505408102
ran_pars,cond,item_id,sd__X_c,0.5290711259194135,0.05480410516959038,0.430128930328576,0.6454738490964846
ran_pars,cond,subj_id,sd__(Intercept),0.769629239638257,0.09887417618788664,0.6078287779827825,1.0003051093202608
ran_pars,cond,subj_id,sd__X_c,0.5464307602351467,0.07399882897815815,0.41855092136656324,0.7070644271338357
ran_pars,cond,subj_id,sd__X_k,0.6858059676144663,0.09148777988411594,0.5331447905610399,0.8910441045985584
ran_pars,cond,subj_id,sd__X_c:X_k,0.6894321888342314,0.11703800504419971,0.4823466375177496,0.9422400386357314
