Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(X_c)-(0.0) = 0,0.1438901101476951,0.12308820539884288,-0.0979609399588397,0.39544696451185257,NA,NA,
(X_k)-(0.0) = 0,-0.11182832643511702,0.1394149433196747,-0.39005651411123804,0.16752652093279194,NA,NA,
(X_c:X_k)-(0.0) = 0,0.046514262942381125,0.16069373826601213,-0.27145745299369767,0.36345786505437255,NA,NA,
(X_c)-(0.0) = 0,-0.1147763325301641,0.1300141683412155,-0.3748638849313083,0.14299516457472894,NA,NA,
(X_k)-(0.0) = 0,0.10311901478476747,0.16480691221619817,-0.21938138871283275,0.41764314741584047,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.08564584639073905,0.16757649578279013,-0.4134918588257389,0.23837089202085682,NA,NA,
(X_c)-(0.0) = 0,0.04293109633711649,0.11669901506461942,-0.18752191386876504,0.26656897887876185,NA,NA,
(X_k)-(0.0) = 0,-7.343443558843462e-4,0.15849452917720508,-0.31253959560195077,0.30205826705773425,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.31574539578607125,0.162189512293432,-0.6251877682302295,0.0060144800392586874,NA,NA,
(X_c)-(0.0) = 0,-0.009842034667129445,0.127996901786383,-0.2761433892998705,0.23761192207972642,NA,NA,
(X_k)-(0.0) = 0,-0.04321349962064523,0.17463179244341998,-0.38510004330380515,0.3036706750585515,NA,NA,
(X_c:X_k)-(0.0) = 0,0.28741505888829716,0.19671773342685375,-0.10526116194919947,0.6622823933083557,NA,NA,
(X_c)-(0.0) = 0,0.17992988743705252,0.1380156006180919,-0.10229612765398201,0.4502873994299556,NA,NA,
(X_k)-(0.0) = 0,-0.06775052079401524,0.15953147035189977,-0.37677957979900906,0.24027084308576763,NA,NA,
(X_c:X_k)-(0.0) = 0,0.2993525216107828,0.19650415908210314,-0.08125030727862609,0.6792526149839306,NA,NA,
(X_c)-(0.0) = 0,-0.09230855961577761,0.1177290155164189,-0.3254381859431217,0.13582269701496658,NA,NA,
(X_k)-(0.0) = 0,0.03131896887825502,0.17518269613649773,-0.31276015010053243,0.3655377823520189,NA,NA,
(X_c:X_k)-(0.0) = 0,0.06905126996356625,0.17636071127982664,-0.2689194364582609,0.41832631162902995,NA,NA,
(X_c)-(0.0) = 0,-0.08488719000715798,0.12454936824230521,-0.33323428502821045,0.16365790237104258,NA,NA,
(X_k)-(0.0) = 0,0.19821000857108456,0.1769094722070725,-0.14573366051501144,0.5373021244174401,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.34000403558531445,0.199013789903142,-0.7290094389658408,0.056227054037614736,NA,NA,
(X_c)-(0.0) = 0,0.09869184080259011,0.12548771597928804,-0.15054877065951738,0.33764027845338884,NA,NA,
(X_k)-(0.0) = 0,7.599712179159275e-4,0.15882893498203537,-0.31058533831796703,0.3249808203597041,NA,NA,
(X_c:X_k)-(0.0) = 0,0.03717879964644758,0.18162121750925966,-0.33312247046451937,0.3932291297744678,NA,NA,
(X_c)-(0.0) = 0,0.006224918368648063,0.11902158560192384,-0.22764818862428218,0.23729088830824951,NA,NA,
(X_k)-(0.0) = 0,0.07292893501117993,0.17210606819433275,-0.25022773241956836,0.4435729657198219,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.10965002742326699,0.1783784883632844,-0.45431302759059145,0.24243513294019545,NA,NA,
(X_c)-(0.0) = 0,-0.13443745031819135,0.1488638350099207,-0.4231667969308695,0.15977356443115337,NA,NA,
(X_k)-(0.0) = 0,0.031948093725867745,0.14021249397630567,-0.24226729269971986,0.300024708022131,NA,NA,
(X_c:X_k)-(0.0) = 0,0.39220851857692146,0.15663071385611668,0.09474731865542814,0.6966017193807229,NA,NA,*
(X_c)-(0.0) = 0,-0.22950282214141687,0.10631051232818699,-0.4453883779104353,-0.022259869519173275,NA,NA,*
(X_k)-(0.0) = 0,0.006833356797131561,0.1708264844108429,-0.3360556973001204,0.3325157408675738,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.30240964972613665,0.1777438704942715,-0.6497563888481748,0.042112271771198084,NA,NA,
(X_c)-(0.0) = 0,0.2284069973646742,0.11479340638092533,6.503656753649379e-4,0.4559963864943521,NA,NA,*
(X_k)-(0.0) = 0,-0.16350639629994437,0.16979118129774842,-0.49480659522656495,0.16710592859911558,NA,NA,
(X_c:X_k)-(0.0) = 0,0.08554111109056015,0.1646222124858414,-0.22474988587449865,0.40660947377269646,NA,NA,
(X_c)-(0.0) = 0,-0.1465738673240141,0.15023764300467543,-0.45094444553977214,0.14749859530146248,NA,NA,
(X_k)-(0.0) = 0,0.08241722195991165,0.1348931280887073,-0.1827739069400624,0.3490826665086498,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.344783150864523,0.18224004097855395,-0.7015767839183369,0.020708217997655914,NA,NA,
(X_c)-(0.0) = 0,-0.0037675371647103986,0.10985403673761379,-0.22221925381598887,0.20650479388583026,NA,NA,
(X_k)-(0.0) = 0,0.11475873634774036,0.1519151669007541,-0.18785343563477652,0.41761751810712666,NA,NA,
(X_c:X_k)-(0.0) = 0,0.0317623737427327,0.16580846086614323,-0.2886356492064952,0.3618652660496467,NA,NA,
(X_c)-(0.0) = 0,0.1857373880180743,0.12915027268856433,-0.06080617613563585,0.43991026122961235,NA,NA,
(X_k)-(0.0) = 0,0.191087661075695,0.15658199752827207,-0.10875205327081389,0.5066703454756909,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.15988356624506683,0.15005008006311804,-0.4565262366074661,0.13509579784118472,NA,NA,
(X_c)-(0.0) = 0,0.20164272365555166,0.1471951469237144,-0.0861117548083849,0.4859074191053567,NA,NA,
(X_k)-(0.0) = 0,0.20706149667378118,0.16180803947007977,-0.10490024752408526,0.5390226897302385,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.01167090877972144,0.16054502294684295,-0.3307290213679278,0.3070509369200399,NA,NA,
(X_c)-(0.0) = 0,0.05049876109429041,0.12361941694389034,-0.1957609827352836,0.2954530795453681,NA,NA,
(X_k)-(0.0) = 0,0.16212412766402484,0.16846545080489536,-0.161685752314614,0.49949603133223636,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.05426263601650192,0.178285373339712,-0.40186665610258,0.2955564374292389,NA,NA,
(X_c)-(0.0) = 0,0.0013079948977675437,0.10680065918622685,-0.20387580430096172,0.20673983218990627,NA,NA,
(X_k)-(0.0) = 0,0.22631597578774273,0.15650232026421682,-0.08708058603564096,0.532808240935289,NA,NA,
(X_c:X_k)-(0.0) = 0,0.17498454125916693,0.17819006675930513,-0.16307157151432988,0.526265483638364,NA,NA,
(X_c)-(0.0) = 0,0.10164608229847633,0.11818299196049878,-0.13020839967927286,0.33570899612811655,NA,NA,
(X_k)-(0.0) = 0,0.0011247344730390934,0.14867560561175858,-0.28924107600078475,0.2861235562598084,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.031703298890973175,0.16615471855885214,-0.34779969831627516,0.29571154329107047,NA,NA,
(X_c)-(0.0) = 0,-0.08196823742424739,0.1174896199702417,-0.3123292134995573,0.14555693766794645,NA,NA,
(X_k)-(0.0) = 0,0.010991825761580138,0.15771406694850176,-0.3042611291701875,0.31303878473875296,NA,NA,
(X_c:X_k)-(0.0) = 0,0.21565051386101164,0.17298031478125003,-0.12887314597419347,0.5509636631488946,NA,NA,
(X_c)-(0.0) = 0,0.03973308827687428,0.11714836443648369,-0.1952394303316639,0.2652674864275917,NA,NA,
(X_k)-(0.0) = 0,0.18071419151232343,0.1454290633101448,-0.09436543618225983,0.46917931058885964,NA,NA,
(X_c:X_k)-(0.0) = 0,0.01972185051046215,0.1664522743240647,-0.30438994285204624,0.3395917127586796,NA,NA,
(X_c)-(0.0) = 0,0.1185863111155807,0.11868813875237555,-0.11741580986064264,0.3484591200054226,NA,NA,
(X_k)-(0.0) = 0,-0.05122012097949564,0.14549615744306266,-0.3345427708164341,0.23928010558660714,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.203774157403336,0.16649322810995293,-0.5275585400407571,0.13253941336738093,NA,NA,
(X_c)-(0.0) = 0,-0.07316949435783984,0.10425535604715044,-0.2817328928610779,0.13172943000240828,NA,NA,
(X_k)-(0.0) = 0,0.21585444762542924,0.17200517135488627,-0.12669807143708062,0.5647399258196119,NA,NA,
(X_c:X_k)-(0.0) = 0,0.008274802818429315,0.17141733476695356,-0.32628823757821623,0.3424080631263602,NA,NA,
(X_c)-(0.0) = 0,0.08148614811566926,0.09883343975973091,-0.10989912666556663,0.2746134623394886,NA,NA,
(X_k)-(0.0) = 0,-0.008845386551883891,0.16776308699269843,-0.3396085310974731,0.32248041980925235,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.234969475604557,0.16495702028933645,-0.5564096910561258,0.08842410468061047,NA,NA,
(X_c)-(0.0) = 0,-0.020191061841253605,0.14766665735191775,-0.3168608341213556,0.2733877353539384,NA,NA,
(X_k)-(0.0) = 0,-0.12629865319661138,0.1576741998245948,-0.44330031897480804,0.18552907552907338,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.14423533186930454,0.18948923940836232,-0.5248255448411849,0.2216249568421489,NA,NA,
(X_c)-(0.0) = 0,0.029163297645926234,0.13906704403334447,-0.254617370252608,0.2975447115993808,NA,NA,
(X_k)-(0.0) = 0,-0.039550577779864565,0.14290595057608152,-0.3229937044284417,0.24286971858043138,NA,NA,
(X_c:X_k)-(0.0) = 0,0.080109354787888,0.1647727970559377,-0.23073628141947702,0.41162545307599174,NA,NA,
(X_c)-(0.0) = 0,0.12035620706132596,0.12936092611134356,-0.13778695674384087,0.37574917240861605,NA,NA,
(X_k)-(0.0) = 0,0.14403955355137055,0.15601821724077136,-0.15982074212585687,0.46667003100063137,NA,NA,
(X_c:X_k)-(0.0) = 0,0.05437228362580979,0.17271589453451944,-0.2950704783990023,0.3950628303987634,NA,NA,
(X_c)-(0.0) = 0,0.03458842560547978,0.13188008774513796,-0.22465363196989366,0.2911825994424818,NA,NA,
(X_k)-(0.0) = 0,0.17781473329855169,0.16159535124595698,-0.1492642545729677,0.48242872449557206,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.042385773029888704,0.1713143157291402,-0.39159962555628064,0.290702203723672,NA,NA,
(X_c)-(0.0) = 0,-0.1707002880142898,0.12588208602343626,-0.4184439983459733,0.07198724486980503,NA,NA,
(X_k)-(0.0) = 0,0.1834060179333092,0.1626421298160885,-0.13731981060392023,0.4958637600537108,NA,NA,
(X_c:X_k)-(0.0) = 0,0.07523051108623173,0.15854257797039398,-0.24373301462552105,0.38256287377894205,NA,NA,
(X_c)-(0.0) = 0,-0.012929105044943122,0.1357284417389689,-0.28323581174541906,0.251298169770456,NA,NA,
(X_k)-(0.0) = 0,-0.12504755844805154,0.16563747411693572,-0.4438391099940036,0.2009556755978417,NA,NA,
(X_c:X_k)-(0.0) = 0,0.3562502204886761,0.1962703289989088,-0.023253963486725968,0.7576984310883769,NA,NA,
(X_c)-(0.0) = 0,-0.14573270719317086,0.1165124868777594,-0.3738803353356141,0.08265992847827194,NA,NA,
(X_k)-(0.0) = 0,0.409272841708103,0.14258281396850683,0.13663308396570326,0.6926801866344959,NA,NA,*
(X_c:X_k)-(0.0) = 0,-0.16957771658623425,0.16780912205596255,-0.49138846262543817,0.15909058251341532,NA,NA,
(X_c)-(0.0) = 0,-0.04963446540184901,0.11222058190727684,-0.2710317087027315,0.171893223881478,NA,NA,
(X_k)-(0.0) = 0,-0.11041405896182777,0.14881349584519787,-0.4058928774729321,0.16748020624753646,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.016594079548468824,0.1696026961109126,-0.34009831991733463,0.3158578869721653,NA,NA,
(X_c)-(0.0) = 0,-0.07689556323147786,0.12210548442917596,-0.32318964555893037,0.16001218429527342,NA,NA,
(X_k)-(0.0) = 0,-0.1734842451133794,0.1619962242891862,-0.4812620874082172,0.1407962207004756,NA,NA,
(X_c:X_k)-(0.0) = 0,0.0705528523834578,0.15072770202121322,-0.2306231982148294,0.35939401022539186,NA,NA,
(X_c)-(0.0) = 0,-0.06052484560465287,0.11714805218873998,-0.29707701471354053,0.1702008644402611,NA,NA,
(X_k)-(0.0) = 0,0.05539191985552907,0.17120128267884024,-0.2898663031772987,0.39111306803864665,NA,NA,
(X_c:X_k)-(0.0) = 0,0.14295503788518393,0.15382602366515633,-0.15519272979137164,0.4443354743060848,NA,NA,
(X_c)-(0.0) = 0,0.1333262942349416,0.1296988731446053,-0.1203022777818022,0.3863434598594834,NA,NA,
(X_k)-(0.0) = 0,-0.039184361150723795,0.16005265617485342,-0.3427024781952815,0.2914835555030503,NA,NA,
(X_c:X_k)-(0.0) = 0,0.1200435619014858,0.15219017230346474,-0.17299990731855117,0.41932730911094673,NA,NA,
(X_c)-(0.0) = 0,0.028854586864862974,0.10858618598914531,-0.1828658460199066,0.23958468029764554,NA,NA,
(X_k)-(0.0) = 0,0.2283937142079804,0.16812876561682993,-0.11380831802582186,0.5566704793441667,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.15179364406678142,0.17942861138783425,-0.5113072482010105,0.20184919614179317,NA,NA,
(X_c)-(0.0) = 0,-0.035827888577917105,0.11815920888615176,-0.2629196281906561,0.19942919858582875,NA,NA,
(X_k)-(0.0) = 0,-0.044132852311482285,0.1568251684725951,-0.355062912079185,0.2619984703454332,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.161299618908336,0.1721078840019322,-0.5054984059350224,0.17846112842692974,NA,NA,
(X_c)-(0.0) = 0,-0.012380241295661147,0.11846306012254201,-0.23942378867221642,0.22064773149132064,NA,NA,
(X_k)-(0.0) = 0,0.13843808150119213,0.1642508163609353,-0.18381726184928593,0.4733164856625829,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.06340520577431509,0.1762112109896088,-0.41419319007274874,0.2717996249685024,NA,NA,
(X_c)-(0.0) = 0,0.1887045093864822,0.11099530680612062,-0.031004504752880996,0.40478590555566507,NA,NA,
(X_k)-(0.0) = 0,-0.10496192438664077,0.15946581252236178,-0.42220969646993306,0.2044983107288267,NA,NA,
(X_c:X_k)-(0.0) = 0,0.11257028065269382,0.16614077472808214,-0.2066236493032675,0.43744824782692515,NA,NA,
(X_c)-(0.0) = 0,0.027320914635242242,0.12341963433687636,-0.21811145968187426,0.2722918359218339,NA,NA,
(X_k)-(0.0) = 0,0.04543978285040033,0.15895085226988234,-0.2616867076482886,0.3666873895245468,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.251559039024886,0.14652939429405493,-0.5275328491358534,0.040372410240566065,NA,NA,
(X_c)-(0.0) = 0,0.07145054383705912,0.12484997042688345,-0.180746182808359,0.3177266379685463,NA,NA,
(X_k)-(0.0) = 0,0.06653610673845187,0.16435006151015338,-0.26738082502562044,0.4021787860513343,NA,NA,
(X_c:X_k)-(0.0) = 0,0.34039023877509816,0.16904627830114297,0.011642875079394231,0.6838589624234828,NA,NA,*
(X_c)-(0.0) = 0,-0.09507516117337736,0.12211481307456866,-0.3349573901565084,0.14339758571094888,NA,NA,
(X_k)-(0.0) = 0,0.11124797307706012,0.15919161948594165,-0.20795373044398777,0.41696927924212174,NA,NA,
(X_c:X_k)-(0.0) = 0,0.3334556224981281,0.15608058351503337,0.027190929319358275,0.62987055857603,NA,NA,*
(X_c)-(0.0) = 0,-0.0773454117553221,0.11952606125716908,-0.31428587451941414,0.16718196288441467,NA,NA,
(X_k)-(0.0) = 0,0.073328678616341,0.15792843732926518,-0.24142759838076,0.38510920289444284,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.13534809890064478,0.19220898639115486,-0.5083721346761904,0.24256786196079813,NA,NA,
(X_c)-(0.0) = 0,0.19146475978848843,0.13644214388033682,-0.06787924746773147,0.46072597836337453,NA,NA,
(X_k)-(0.0) = 0,0.02728137487453347,0.1367405021028872,-0.2267994071264497,0.3026333475822337,NA,NA,
(X_c:X_k)-(0.0) = 0,0.022119803426693455,0.1716947703802312,-0.30108506856860073,0.35308295558337705,NA,NA,
(X_c)-(0.0) = 0,-0.08495505281744013,0.13715021633227353,-0.35199252421970184,0.18722967563431903,NA,NA,
(X_k)-(0.0) = 0,0.013380888922209518,0.15886079352873855,-0.2944179404538912,0.32552684235903306,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.06670247950666496,0.17704473481469726,-0.41214793684961515,0.2686261945649859,NA,NA,
(X_c)-(0.0) = 0,0.060287889191608685,0.1242806444202267,-0.1888903144656983,0.2995400106483988,NA,NA,
(X_k)-(0.0) = 0,0.00870777663431485,0.15016008917860832,-0.2762642730375071,0.30846620844514405,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.21689009953670185,0.164630661294306,-0.5352181075752728,0.10476611974589214,NA,NA,
(X_c)-(0.0) = 0,-0.059311374899335995,0.11675257337239953,-0.28009089317142816,0.17987129590538806,NA,NA,
(X_k)-(0.0) = 0,-0.22262970806511237,0.15307481728578468,-0.5383475226562346,0.06559314021418912,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.17257150058615459,0.1618432134587383,-0.49147674704285554,0.14083955780060586,NA,NA,
(X_c)-(0.0) = 0,0.04318779363214767,0.14038383795333229,-0.23741359015683206,0.3134150918119702,NA,NA,
(X_k)-(0.0) = 0,0.3200746912114938,0.18634182501177685,-0.039107441921610024,0.6903010720460365,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.21005533927225703,0.18918516108622982,-0.5874434147934507,0.16606889898634866,NA,NA,
(X_c)-(0.0) = 0,-0.03522268026193792,0.11912397832831197,-0.27505228100056933,0.19376198225543662,NA,NA,
(X_k)-(0.0) = 0,-0.05166443756291227,0.1303728704123291,-0.31019411663291524,0.20583871817265373,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.035769412455842746,0.16563009814711305,-0.36677965860268247,0.2820461390329275,NA,NA,
(X_c)-(0.0) = 0,-0.0817299938620817,0.1180754549340256,-0.3143335695698217,0.15725039893779416,NA,NA,
(X_k)-(0.0) = 0,-0.035736146260356594,0.1484734457234341,-0.3313465699794256,0.24955205351562126,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.05643547500196998,0.18061948410711354,-0.41106039023623325,0.29193158673303304,NA,NA,
(X_c)-(0.0) = 0,0.012517345910976552,0.12267870214709165,-0.23725659492858722,0.25799505188987715,NA,NA,
(X_k)-(0.0) = 0,-0.040810366086664995,0.14014373659467774,-0.3088021155300232,0.2297880455172337,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.03348257628285128,0.16565418994561712,-0.35273591392571574,0.2964169554803109,NA,NA,
(X_c)-(0.0) = 0,0.17613620097407373,0.11943346196412827,-0.04874801644030268,0.4158546656664923,NA,NA,
(X_k)-(0.0) = 0,-0.091863617773872,0.15536686580461234,-0.38429548014463977,0.2239206779117907,NA,NA,
(X_c:X_k)-(0.0) = 0,8.704312095769445e-4,0.16773651897461844,-0.3256441425995559,0.34286730471440297,NA,NA,
(X_c)-(0.0) = 0,-0.1189522279569237,0.10780316058605356,-0.33298484346446333,0.09482298054481678,NA,NA,
(X_k)-(0.0) = 0,0.14346949870666736,0.15380301403216504,-0.149249040278572,0.44372542196744164,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.12227153030384674,0.17309020666721509,-0.46218501095401,0.22345812062877712,NA,NA,
(X_c)-(0.0) = 0,-0.1933966943524188,0.1192554423216652,-0.4262633658157584,0.036791468332813416,NA,NA,
(X_k)-(0.0) = 0,0.10472826034297833,0.15275089487004218,-0.21235524131934008,0.3916099209433948,NA,NA,
(X_c:X_k)-(0.0) = 0,0.05287451423529249,0.1604360583124141,-0.2590751111213371,0.3716940589634096,NA,NA,
(X_c)-(0.0) = 0,0.013096986549816381,0.11218959400472862,-0.20574721656455203,0.24104587617996168,NA,NA,
(X_k)-(0.0) = 0,0.15597460337774183,0.1461561453027623,-0.12106038216652858,0.44481103893836527,NA,NA,
(X_c:X_k)-(0.0) = 0,0.0074395548755662455,0.1782219426311472,-0.3437350849223741,0.3448992760062971,NA,NA,
(X_c)-(0.0) = 0,-0.03144375845490177,0.11347736932373359,-0.2536158615804618,0.19438235298887807,NA,NA,
(X_k)-(0.0) = 0,-0.030026974525010325,0.16588938333862405,-0.3417944521295918,0.28680073840625997,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.09481897472056551,0.18212302629571192,-0.4625665110950495,0.2606213598472904,NA,NA,
(X_c)-(0.0) = 0,-0.036484601320036704,0.12213152910197586,-0.2764888092729363,0.20011815890848944,NA,NA,
(X_k)-(0.0) = 0,0.011443983562920883,0.17099286743787254,-0.3324295865292469,0.3373588946711921,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.12956685166074125,0.16895586722857733,-0.45918126619304145,0.2021147348615881,NA,NA,
(X_c)-(0.0) = 0,-0.03805138889768693,0.120555106776441,-0.27198137277655904,0.20642648395454558,NA,NA,
(X_k)-(0.0) = 0,0.2410301133270227,0.14956339725233522,-0.05413307627477858,0.5370315277017639,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.25298092498734276,0.15597760376706882,-0.5606242185110941,0.04179002524894715,NA,NA,
(X_c)-(0.0) = 0,-0.059394103052366524,0.11677136124473148,-0.28407028052802696,0.16710127685926252,NA,NA,
(X_k)-(0.0) = 0,-0.0060096368976364995,0.13859946791112232,-0.2749082953005033,0.2674305474066363,NA,NA,
(X_c:X_k)-(0.0) = 0,0.44485679799289285,0.16891022925313093,0.11346173832204925,0.7790455812773924,NA,NA,*
(X_c)-(0.0) = 0,0.08227982198398208,0.11050447360034919,-0.13398074751378214,0.29629226592575103,NA,NA,
(X_k)-(0.0) = 0,0.09935294948978551,0.16763527946289308,-0.2227918334939869,0.40812399433484176,NA,NA,
(X_c:X_k)-(0.0) = 0,0.028230497142387845,0.1565271914086543,-0.27837751598084276,0.3496160207659387,NA,NA,
(X_c)-(0.0) = 0,-0.13141455092928686,0.11265842613757526,-0.3489202197515215,0.0986791753761679,NA,NA,
(X_k)-(0.0) = 0,0.00357707385075052,0.16219816877345752,-0.3200718302902697,0.3235214190076295,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.026140637543990763,0.17526076081349562,-0.37125154871407,0.32602397977726033,NA,NA,
