Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(X_c)-(0.0) = 0,-0.09995934379029797,0.028306366156191344,-0.15589596368500136,-0.04442165811504927,NA,NA,*
(X_k)-(0.0) = 0,-0.010924755369090733,0.028061242548871306,-0.06792391006683428,0.04555327570469543,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.025992006056685283,0.055725442427410524,-0.1379682497229524,0.08627893372878015,NA,NA,
(X_c)-(0.0) = 0,0.16616011168437894,0.028298049440260372,0.11141709402436109,0.2225247648823534,NA,NA,*
(X_k)-(0.0) = 0,-0.13162070779014642,0.027852000042710184,-0.18624530728486496,-0.07823693091390108,NA,NA,*
(X_c:X_k)-(0.0) = 0,-0.08898745137471643,0.05568057141997855,-0.19708743164534764,0.018588715944331487,NA,NA,
(X_c)-(0.0) = 0,-0.04900421793244562,0.028289663443008737,-0.10508565377933912,0.006349445801890787,NA,NA,
(X_k)-(0.0) = 0,-0.2742709713577311,0.029066501487090182,-0.33231180954679734,-0.2185508935280294,NA,NA,*
(X_c:X_k)-(0.0) = 0,0.07158699860404055,0.05592371407333805,-0.03808373621400724,0.18249951149309493,NA,NA,
(X_c)-(0.0) = 0,0.07138117720195195,0.02778760151918944,0.016833275107589262,0.12628545568013544,NA,NA,*
(X_k)-(0.0) = 0,0.21124608661479033,0.02759878222751229,0.15698244213466647,0.2653017130096193,NA,NA,*
(X_c:X_k)-(0.0) = 0,-0.17398407079472758,0.057524810316290656,-0.2867799158472867,-0.062420079168463566,NA,NA,*
(X_c)-(0.0) = 0,-0.12552488001113088,0.02786976349126957,-0.17975581800738005,-0.07011795391436891,NA,NA,*
(X_k)-(0.0) = 0,-0.06995872419358064,0.02825971720635457,-0.1255314638461092,-0.01365460942420045,NA,NA,*
(X_c:X_k)-(0.0) = 0,0.09877304808711225,0.055698721498989676,-0.008649123111331253,0.20542322709908575,NA,NA,
(X_c)-(0.0) = 0,0.030638726352152153,0.02824111815245656,-0.024924866054262345,0.08450902111243586,NA,NA,
(X_k)-(0.0) = 0,-0.1754351520751991,0.029231262582305063,-0.23306469667485555,-0.11893333402424623,NA,NA,*
(X_c:X_k)-(0.0) = 0,-0.05339054154561707,0.056752769541595874,-0.16194711036158022,0.056765215046934214,NA,NA,
(X_c)-(0.0) = 0,-0.03800806226444328,0.0285070322342663,-0.09452064218688191,0.01787177512625558,NA,NA,
(X_k)-(0.0) = 0,-0.1072881530806405,0.02763838493330831,-0.1615737587440346,-0.05418663797338711,NA,NA,*
(X_c:X_k)-(0.0) = 0,-0.16702136431085088,0.05582100590953964,-0.273863364046683,-0.058793856880712675,NA,NA,*
(X_c)-(0.0) = 0,0.02770919291801549,0.02918762621061106,-0.02881801505958158,0.08607641181361084,NA,NA,
(X_k)-(0.0) = 0,0.0511666772301144,0.027883399294479173,-0.0038236944405366144,0.10463726017995942,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.15524094067258198,0.054958255632179036,-0.2634987561277981,-0.04755398090844344,NA,NA,*
(X_c)-(0.0) = 0,0.10048450963252267,0.027648407332130105,0.04805176106857024,0.1541854220905738,NA,NA,*
(X_k)-(0.0) = 0,-0.12313279874447457,0.028322669376536186,-0.17768541794427428,-0.06888590298377976,NA,NA,*
(X_c:X_k)-(0.0) = 0,0.03041468216471208,0.05681021945729857,-0.07843233461087602,0.13884888531004394,NA,NA,
(X_c)-(0.0) = 0,-0.0787380427302126,0.028193689726399553,-0.13451195319598785,-0.02328917633127754,NA,NA,*
(X_k)-(0.0) = 0,-0.06625119337681107,0.028179885432220678,-0.12197690465714948,-0.011212829446261265,NA,NA,*
(X_c:X_k)-(0.0) = 0,-0.046601672872991357,0.055546692886143854,-0.15697245555308667,0.0641745886935488,NA,NA,
(X_c)-(0.0) = 0,0.043187269614281154,0.02785921635736701,-0.00992054319462772,0.09786042761002789,NA,NA,
(X_k)-(0.0) = 0,0.04524559923912802,0.028253372551951067,-0.011280611601766743,0.09814195248518165,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.14984471667954882,0.05679255938106741,-0.2599468026733279,-0.03925138325329768,NA,NA,*
(X_c)-(0.0) = 0,0.0033349173077760795,0.028751649481947028,-0.052920396769758626,0.05904854731507453,NA,NA,
(X_k)-(0.0) = 0,-0.14985565637853662,0.028591381787359996,-0.2049045899440983,-0.09474398933562668,NA,NA,*
(X_c:X_k)-(0.0) = 0,-0.08899601348709123,0.055442572475968156,-0.19489532960729822,0.02006933544040044,NA,NA,
(X_c)-(0.0) = 0,-0.034639118827135454,0.027360313891075523,-0.08892959415688519,0.019179216383370924,NA,NA,
(X_k)-(0.0) = 0,0.0109927496928447,0.027599179872395366,-0.043400381950226996,0.0645481533318077,NA,NA,
(X_c:X_k)-(0.0) = 0,-0.0034763943612152984,0.057362828216214516,-0.11677110734284635,0.10739244950030986,NA,NA,
(X_c)-(0.0) = 0,-0.061774716455372275,0.028034791100397548,-0.11682214626564552,-0.0076124115466737995,NA,NA,*
(X_k)-(0.0) = 0,0.10739164520635248,0.027413645757982306,0.053723227505630175,0.162813339103546,NA,NA,*
(X_c:X_k)-(0.0) = 0,0.13459956847755578,0.05694736885652939,0.02338103375665525,0.24645456629727902,NA,NA,*
(X_c)-(0.0) = 0,0.017440069000555156,0.02852910522749684,-0.03998037509982934,0.07382755952186705,NA,NA,
(X_k)-(0.0) = 0,-0.14382206031376382,0.02832504068309036,-0.19970696506067284,-0.0889932334841505,NA,NA,*
(X_c:X_k)-(0.0) = 0,0.1329323650269864,0.05605444433731576,0.02142428160229397,0.24088187744275533,NA,NA,*
(X_c)-(0.0) = 0,0.04326614575526501,0.029001566404009915,-0.01391283947559208,0.10085583871691345,NA,NA,
(X_k)-(0.0) = 0,0.019788031183034696,0.02845228863535127,-0.03524169534104001,0.07516674601136268,NA,NA,
(X_c:X_k)-(0.0) = 0,0.08854329811120853,0.05721612244502401,-0.02162279565682571,0.19560292813401306,NA,NA,
(X_c)-(0.0) = 0,-0.009149061427105662,0.027873004258162637,-0.06298473129656021,0.044669043472525774,NA,NA,
(X_k)-(0.0) = 0,0.11138300125036742,0.028363510692497013,0.05617127628010327,0.16577954595369118,NA,NA,*
(X_c:X_k)-(0.0) = 0,-0.011672954065330667,0.05667833125807425,-0.12482881673980363,0.09895627698100376,NA,NA,
(X_c)-(0.0) = 0,0.024164290411316028,0.028071849176441226,-0.030425224249486883,0.07924674782504021,NA,NA,
(X_k)-(0.0) = 0,-0.1010474344296786,0.02835181895516289,-0.15624725721696858,-0.045978989363924395,NA,NA,*
(X_c:X_k)-(0.0) = 0,-0.04397883439355468,0.05683449276752232,-0.15410803825309258,0.06472044909083181,NA,NA,
(X_c)-(0.0) = 0,0.042424241039041063,0.0279392175578705,-0.013130972652437432,0.09530792934322214,NA,NA,
(X_k)-(0.0) = 0,-0.020483332104156798,0.02803264454585447,-0.07642808734946074,0.035817333634738414,NA,NA,
(X_c:X_k)-(0.0) = 0,0.04035185363862861,0.05566642328247281,-0.06821552967334239,0.14927823998286338,NA,NA,
(X_c)-(0.0) = 0,0.08620005479896588,0.027609571245894915,0.03096800697061529,0.140889571553868,NA,NA,*
(X_k)-(0.0) = 0,0.10047036847865645,0.028556885409141967,0.044898572102801945,0.15668789832869992,NA,NA,*
(X_c:X_k)-(0.0) = 0,-0.08577775415242683,0.056473796105343615,-0.19529758826549928,0.03051831560219413,NA,NA,
(X_c)-(0.0) = 0,0.04852503125664658,0.02850203507623375,-0.007817668676538662,0.10574335981887861,NA,NA,
(X_k)-(0.0) = 0,0.08041084365643866,0.027413038403593305,0.026353495870774058,0.13334131089863374,NA,NA,*
(X_c:X_k)-(0.0) = 0,0.04347799452255346,0.05584076983326792,-0.06221812307461763,0.1535767830954703,NA,NA,
(X_c)-(0.0) = 0,-0.03488513767554265,0.02755543195554366,-0.08888465483761183,0.018533312600758328,NA,NA,
(X_k)-(0.0) = 0,0.06239670037725214,0.02883875941202557,0.004896515372183726,0.11843965297326625,NA,NA,*
(X_c:X_k)-(0.0) = 0,-0.22945430987139784,0.05726109676673664,-0.3435414369065275,-0.11758129040125109,NA,NA,*
(X_c)-(0.0) = 0,-0.0057172948644925335,0.028153346996657367,-0.06009096700923523,0.04936847448457877,NA,NA,
(X_k)-(0.0) = 0,-0.0847484839651879,0.028914566547729923,-0.1403041185291931,-0.029107416970759272,NA,NA,*
(X_c:X_k)-(0.0) = 0,0.019304580070107876,0.05629538066675021,-0.08848216166169809,0.13159494712759118,NA,NA,
(X_c)-(0.0) = 0,-0.009772024083204505,0.027967678036664695,-0.06435863542029754,0.045126681014279274,NA,NA,
(X_k)-(0.0) = 0,0.053828281796789154,0.02781583924057089,-6.175839447299975e-4,0.10734025067973174,NA,NA,
(X_c:X_k)-(0.0) = 0,0.09738523462932579,0.05607993381294591,-0.008981642478248472,0.20629238327216443,NA,NA,
(X_c)-(0.0) = 0,-0.049098355137688586,0.028276034887384584,-0.10482555020692595,0.005023796633234236,NA,NA,
(X_k)-(0.0) = 0,-0.0428832882082856,0.02743908133055146,-0.09698362467265137,0.010326408502119307,NA,NA,
(X_c:X_k)-(0.0) = 0,0.18576727118364836,0.057468466889247956,0.07453745190821921,0.2974891835993972,NA,NA,*
