term,estimate,std.error
b_Intercept,-0.09668500865835572,0.01435011382664529
b_X_c,0.03740563583729473,0.02724736705933108
b_X_k,0.11335094386275174,0.02834453234908636
b_X_c:X_k,-0.04059927408397877,0.056580267507813184
lprior,-1.9181764520547888,2.964983430172753e-4
b_Intercept,-0.15871598425819622,0.013536252619536913
b_X_c,-0.004228328633569989,0.02732444017688535
b_X_k,0.17067636329887764,0.027406213506909707
b_X_c:X_k,0.1452639995066405,0.056414517992153974
lprior,-1.9198647928911452,4.59655407474543e-4
b_Intercept,-0.019853196451789207,0.013843162185856949
b_X_c,0.07471614171003417,0.02728320715137172
b_X_k,0.018209354562881343,0.027823782864986085
b_X_c:X_k,-0.03056159440167839,0.055377687606521786
lprior,-1.9172222168315498,6.542816693639166e-5
b_Intercept,0.06293192270075296,0.014192135077311522
b_X_c,-0.05760870824329512,0.02795837208844806
b_X_k,0.007424024349315349,0.028132921936883833
b_X_c:X_k,0.16647784580509864,0.05695969810979897
lprior,-1.9176019824288129,1.9375298048352767e-4
b_Intercept,0.10151296662415352,0.01419330712510793
b_X_c,0.015100778554188668,0.027936184607016124
b_X_k,0.1451379125684843,0.028190774936919877
b_X_c:X_k,0.01577008106711135,0.05573895585284561
lprior,-1.9182784670257806,3.094757823166151e-4
b_Intercept,0.10530214543519509,0.014170492820350588
b_X_c,0.08748845188475687,0.027860316262876633
b_X_k,-0.03720729675278711,0.027723475652356746
b_X_c:X_k,-0.1460085981381234,0.0561758017299441
lprior,-1.9183620097002414,3.202568638241004e-4
b_Intercept,0.0378905528522485,0.014100356522056675
b_X_c,-0.03502459846313043,0.028327180796514768
b_X_k,0.158261304263768,0.028399418966678372
b_X_c:X_k,0.017381175913364,0.05532269674382955
lprior,-1.9173327163304115,1.1610722504251664e-4
b_Intercept,-0.11636379911764617,0.014232723766939162
b_X_c,0.055698062363749745,0.02771078192588939
b_X_k,-0.015128571059871322,0.028273559565721692
b_X_c:X_k,-0.20734250079894395,0.05728837807254546
lprior,-1.9186233838305742,3.53207917653676e-4
b_Intercept,-0.044530146992440775,0.014096120465623802
b_X_c,9.943491967502136e-4,0.027764562601010775
b_X_k,-0.08066542625217778,0.028526848953951255
b_X_c:X_k,-0.0847666029304884,0.05646605836865456
lprior,-1.9173910832730918,1.3525397039089787e-4
b_Intercept,0.09791764334503184,0.013997833018977252
b_X_c,0.01113326447077153,0.028406611580705055
b_X_k,-0.015985305258445312,0.02810796965872451
b_X_c:X_k,0.0809221874807417,0.05652313601699422
lprior,-1.9182020256980468,2.942341782464775e-4
b_Intercept,0.019889294724442126,0.014273882452076881
b_X_c,0.06524721545382814,0.02830965180139619
b_X_k,0.09940706202366567,0.028568248823858125
b_X_c:X_k,0.031899745483363245,0.05476190499040878
lprior,-1.9172223085782112,6.770529882830532e-5
b_Intercept,0.011129349670251847,0.01407344857661175
b_X_c,0.024975679283008034,0.028046733026879298
b_X_k,0.12319152256259,0.02891732597730379
b_X_c:X_k,-0.03561589630147485,0.05619230200933931
lprior,-1.9171972659041248,4.537050040489365e-5
b_Intercept,0.0036535310845146043,0.013937377783194925
b_X_c,-0.119353930590257,0.027253849010326764
b_X_k,0.13312113490126898,0.027730273967498668
b_X_c:X_k,0.004027543550808397,0.05610622061517674
lprior,-1.9171895826853533,3.17523243038009e-5
b_Intercept,0.12114775330836604,0.01410288430284104
b_X_c,-6.808894943481731e-4,0.02811671704497893
b_X_k,-0.08329768926146723,0.02772848692085983
b_X_c:X_k,0.2438370683985274,0.056397886538587565
lprior,-1.918744492103663,3.638923530871743e-4
b_Intercept,0.05573432193360851,0.014403617297336828
b_X_c,-0.09042275499642682,0.028636748466951682
b_X_k,0.30643339738983616,0.02774087338534959
b_X_c:X_k,-0.09253877371371164,0.05641533053413218
lprior,-1.9175108942826733,1.7492691591280095e-4
b_Intercept,-0.10886077095910637,0.013644132412577422
b_X_c,-0.03687770390580677,0.02741816856707679
b_X_k,-0.0770906800803002,0.028863895508266343
b_X_c:X_k,-0.006416678240948544,0.055320462193994294
lprior,-1.9184432533920108,3.17056460005919e-4
b_Intercept,-0.09103850301572533,0.01373236857429973
b_X_c,-0.04903078056692957,0.02858399636544563
b_X_k,-0.10192727490942192,0.028416576099257487
b_X_c:X_k,0.060681245552878856,0.055927169027457764
lprior,-1.91806344046582,2.6856949370765047e-4
b_Intercept,0.019490807049988686,0.01452397312939147
b_X_c,-0.05821930020536497,0.027803747221237473
b_X_k,0.03177479018269441,0.027905419625328786
b_X_c:X_k,0.06238507924537519,0.05640782942206613
lprior,-1.9172205169940895,6.935002815704295e-5
b_Intercept,0.005392061173236588,0.013772355100427876
b_X_c,0.0923990741216221,0.027543527479844496
b_X_k,-0.02841534090502317,0.028608962880352903
b_X_c:X_k,0.0852464376155714,0.05513821859097764
lprior,-1.9171900713347112,3.3064211936512584e-5
b_Intercept,-0.12214434353813503,0.014126808212659698
b_X_c,0.016710850005454084,0.027603173013373755
b_X_k,0.16233110070481993,0.02797561079705165
b_X_c:X_k,-0.11001332342292625,0.05731570834523596
lprior,-1.9187703343809428,3.6784226159986336e-4
b_Intercept,-0.06382108921783611,0.013808417921300125
b_X_c,-0.03810872818635813,0.027880713651612755
b_X_k,-0.03236342858905701,0.028575744809488872
b_X_c:X_k,-0.11057560659701929,0.05663702909403495
lprior,-1.9176140016664553,1.8968070437325383e-4
b_Intercept,0.07845705792101486,0.014014262057592562
b_X_c,-0.019003429813592074,0.02745605195762165
b_X_k,0.08832910782326756,0.02793382674767569
b_X_c:X_k,-0.0446911991508723,0.0560680172608268
lprior,-1.9178360614742018,2.3662624676932772e-4
b_Intercept,-0.17425174708875732,0.014311867292818154
b_X_c,0.14382737178629118,0.027948325753858933
b_X_k,-0.05698460633005771,0.028473324374996653
b_X_c:X_k,0.05712062689227073,0.055730018023549675
lprior,-1.920415753498145,5.290719109327356e-4
b_Intercept,-0.0681895528020905,0.014351382547838194
b_X_c,0.030281502134188745,0.02812962814683715
b_X_k,0.026553309006256035,0.028275178247197538
b_X_c:X_k,-0.17242488957061958,0.05538677847455491
lprior,-1.9176755002892563,2.0825621770102394e-4
b_Intercept,-0.03397883897894916,0.014045806407062926
b_X_c,0.06927483194106988,0.028086141414270935
b_X_k,0.03895370920452211,0.028162393909720695
b_X_c:X_k,0.2284705158190361,0.05534113018724164
lprior,-1.9173027309334953,1.0549393240635293e-4
b_Intercept,-0.13337478028369282,0.014228872971809029
b_X_c,-0.05078386905212397,0.027788081554882563
b_X_k,0.06362889685912482,0.028357148226244598
b_X_c:X_k,0.23184326041491865,0.056126229343010224
lprior,-1.919076157378465,4.0572479575137576e-4
b_Intercept,0.016458153237908595,0.014164879837237495
b_X_c,-0.06056161286473512,0.027381417085926146
b_X_k,0.06129439004293982,0.0283462259965686
b_X_c:X_k,-0.10174804923726433,0.05705269762430343
lprior,-1.9172093809025212,5.799736998576927e-5
b_Intercept,0.0021399160732290317,0.013617196644366582
b_X_c,0.14223725808553409,0.02818140220112522
b_X_k,0.012319878129994256,0.028503132808930586
b_X_c:X_k,0.02501029325391923,0.05657336769449744
lprior,-1.9171889213241515,2.8468808038724994e-5
b_Intercept,-0.012818079689745849,0.013957903227142162
b_X_c,-0.04364771455064088,0.02807555925448613
b_X_k,0.0043358743855717525,0.02787371375001631
b_X_c:X_k,-0.07168159482452616,0.05567837030559196
lprior,-1.9172002237859258,4.879695109808672e-5
b_Intercept,0.0016229960716463874,0.014105153815720918
b_X_c,0.042400450584575186,0.027664075916886615
b_X_k,-0.015441051996241151,0.02826576838782002
b_X_c:X_k,-0.1676269886916037,0.056871329102256764
lprior,-1.9171895585292023,2.9971398489652837e-5
b_Intercept,-0.012698371081708373,0.013993088779660651
b_X_c,-0.0511550723516052,0.028279193101783322
b_X_k,-0.15517763709040278,0.028236207378396168
b_X_c:X_k,-0.13523805469264963,0.05687015869176892
lprior,-1.9171998528511345,4.7168435542299166e-5
b_Intercept,-0.01279315096626681,0.014140321246948183
b_X_c,0.04098208439208,0.02822279338448721
b_X_k,0.20924317975700185,0.027406541841542002
b_X_c:X_k,-0.15275849523044527,0.056909117438466245
lprior,-1.9171994578235965,4.8870753389888694e-5
b_Intercept,-0.11172009738968569,0.014337634145270816
b_X_c,-0.039805902962906425,0.02839698402385596
b_X_k,-0.04091399728175234,0.028326331184487238
b_X_c:X_k,-0.007091104080903293,0.05523259393893912
lprior,-1.9185104857942026,3.429291977431837e-4
b_Intercept,0.0587174781490926,0.014168578632183865
b_X_c,-0.06688386750285179,0.027939318764875584
b_X_k,-0.032949897584691024,0.028224081075472956
b_X_c:X_k,-0.05369753048229099,0.05545724108521834
lprior,-1.9175473068643378,1.7879256754253613e-4
b_Intercept,-0.06264232026996872,0.013898422652185901
b_X_c,0.01841186026518003,0.028049982388173984
b_X_k,-0.030033841645732973,0.02776472531140535
b_X_c:X_k,-0.05479996806577953,0.056749361298455224
lprior,-1.917598104144001,1.872707457329619e-4
b_Intercept,-0.08992176904631008,0.014070866604799098
b_X_c,0.11888202610574168,0.028044764401099757
b_X_k,-0.06160987578027827,0.027932494460854274
b_X_c:X_k,-0.010555389640664634,0.05734288012174099
lprior,-1.9180418941937298,2.728331654470013e-4
b_Intercept,0.02447128596549719,0.01452138054774615
b_X_c,-0.07616503587314027,0.02769692670495872
b_X_k,0.11529993623216885,0.029038871718160636
b_X_c:X_k,-0.104234639281294,0.05553532740999377
lprior,-1.9172435121810807,8.190423935173744e-5
b_Intercept,-0.05271082027393596,0.013889206278487611
b_X_c,-0.1407650766106671,0.02782276000865092
b_X_k,0.06246819348103982,0.027839799262526648
b_X_c:X_k,0.04051742654565006,0.05552290112639102
lprior,-1.9174759254696263,1.5974726071409125e-4
b_Intercept,0.15923773967273902,0.014198312018402456
b_X_c,0.006631754696765738,0.02848373764438746
b_X_k,0.1033536346050811,0.028289164329218994
b_X_c:X_k,-0.006755575966461851,0.05706561816600967
lprior,-1.9198824644573185,4.82550848993266e-4
b_Intercept,-0.0033207078829782955,0.013924849003368949
b_X_c,-0.018678443233504552,0.028086265249979373
b_X_k,-0.00845900081002109,0.02755495873448836
b_X_c:X_k,-0.05659709256992898,0.05562198443345054
lprior,-1.9171888837635032,3.122555420095478e-5
b_Intercept,-0.02526995801470107,0.013896674444246708
b_X_c,-0.025177019275312927,0.027926175657214083
b_X_k,0.022486947062901948,0.027977892667048632
b_X_c:X_k,-0.08909795507451887,0.05584519541007157
lprior,-1.9172477701303041,8.069979954115227e-5
b_Intercept,0.07564514168571942,0.013937317520953821
b_X_c,-0.03215753030072001,0.027707246072525508
b_X_k,0.18797711866578942,0.028313256300990724
b_X_c:X_k,-0.18653886349028123,0.05727887868260178
lprior,-1.917789855042288,2.2708620826598666e-4
b_Intercept,-0.12152456998987546,0.013881890133706644
b_X_c,-0.04887102247786651,0.029146029118774022
b_X_k,-0.015862855003944295,0.028452945961982383
b_X_c:X_k,0.3634247358861443,0.057269082668586824
lprior,-1.9187542383674157,3.616878157426849e-4
b_Intercept,0.08307558430042374,0.014197149329827779
b_X_c,0.05733128117319988,0.02795099179810769
b_X_k,0.0740277224169062,0.0279571656777381
b_X_c:X_k,0.0168915065932688,0.05746744338966115
lprior,-1.917915611675479,2.5357209986196384e-4
b_Intercept,0.10083743047793278,0.013673046877850351
b_X_c,-0.10013880684785414,0.028306366156191344
b_X_k,-0.010418622119046764,0.028061242548871306
b_X_c:X_k,-0.02691255794385035,0.055725442427410524
lprior,-1.9182638941661379,2.961455674205245e-4
b_Intercept,0.0010294882144978946,0.014045481095834355
b_X_c,0.16495888747163145,0.028298049440260372
b_X_k,-0.13173603379297202,0.027852000042710184
b_X_c:X_k,-0.08863627410082811,0.05568057141997855
lprior,-1.9171894980690551,2.924569892642663e-5
b_Intercept,-0.05614719295534171,0.014130638738080346
b_X_c,-0.04846847222319201,0.028289663443008737
b_X_k,-0.2737300650372347,0.029066501487090182
b_X_c:X_k,0.07075777979583912,0.05592371407333805
lprior,-1.9175158206747405,1.7017548848718457e-4
b_Intercept,0.029122769002345502,0.01386402027679556
b_X_c,0.0711495407376844,0.02778760151918944
b_X_k,0.21116169893407652,0.02759878222751229
b_X_c:X_k,-0.1737643149426283,0.057524810316290656
lprior,-1.9172700472573843,8.963468652238378e-5
b_Intercept,-0.02771431781412299,0.013951073406485194
b_X_c,-0.1257077977122857,0.02786976349126957
b_X_k,-0.07021152982548537,0.02825971720635457
b_X_c:X_k,0.0994131204447599,0.055698721498989676
lprior,-1.9172615087173428,8.645916501926422e-5
b_Intercept,0.05406043027753438,0.014376870918582538
b_X_c,0.030310214504569034,0.02824111815245656
b_X_k,-0.17544885250591724,0.029231262582305063
b_X_c:X_k,-0.05281586930246196,0.056752769541595874
lprior,-1.9174912937522426,1.6724328534556776e-4
b_Intercept,0.1618812370747077,0.013995779915628292
b_X_c,-0.038613302758867464,0.0285070322342663
b_X_k,-0.10710166580174213,0.02763838493330831
b_X_c:X_k,-0.16741356698945503,0.05582100590953964
lprior,-1.9199728870081656,4.8380206061555156e-4
b_Intercept,-0.05976049693713578,0.013980150746723893
b_X_c,0.02760429189759492,0.02918762621061106
b_X_k,0.05126773429176807,0.027883399294479173
b_X_c:X_k,-0.1550984345656906,0.054958255632179036
lprior,-1.9175604857062396,1.8015528318773738e-4
b_Intercept,0.012240307826380865,0.014021187960652324
b_X_c,0.10081540701163923,0.027648407332130105
b_X_k,-0.12330130684768155,0.028322669376536186
b_X_c:X_k,0.03034319268227627,0.05681021945729857
lprior,-1.9171986140158177,4.767224119848373e-5
b_Intercept,-0.03953083912850398,0.013712738117056998
b_X_c,-0.07866493226433321,0.028193689726399553
b_X_k,-0.06616531336626275,0.028179885432220678
b_X_c:X_k,-0.04659090947035947,0.055546692886143854
lprior,-1.9173462611918723,1.191010690756287e-4
b_Intercept,0.009221831452538356,0.014327897107571218
b_X_c,0.042508718884615396,0.02785921635736701
b_X_k,0.045863739626852446,0.028253372551951067
b_X_c:X_k,-0.14944875422610832,0.05679255938106741
lprior,-1.9171937682727913,4.217669921975196e-5
b_Intercept,-0.08206079564143534,0.01386889445047405
b_X_c,0.0032928168490545624,0.028751649481947028
b_X_k,-0.14979952479593292,0.028591381787359996
b_X_c:X_k,-0.089341365517043,0.055442572475968156
lprior,-1.9178977431226059,2.443072270701685e-4
b_Intercept,-0.15741499546023383,0.013731697133008636
b_X_c,-0.033997041075219406,0.027360313891075523
b_X_k,0.011228343116568038,0.027599179872395366
b_X_c:X_k,-0.003066257332011882,0.057362828216214516
lprior,-1.9198209811001417,4.602912450049021e-4
b_Intercept,-0.015808336036554592,0.013854726901470642
b_X_c,-0.062007323780484874,0.028034791100397548
b_X_k,0.10733436715824793,0.027413645757982306
b_X_c:X_k,0.13475306025693623,0.05694736885652939
lprior,-1.917207629696264,5.615835792151424e-5
b_Intercept,0.10290562254598856,0.014749267842395431
b_X_c,0.017790961745684064,0.02852910522749684
b_X_k,-0.14356331143236623,0.02832504068309036
b_X_c:X_k,0.13322362606424473,0.05605444433731576
lprior,-1.9183088164835869,3.278970794920138e-4
b_Intercept,-0.12105341661003344,0.014023156443514581
b_X_c,0.043156348351833365,0.029001566404009915
b_X_k,0.01937556177734287,0.02845228863535127
b_X_c:X_k,0.08884713469977368,0.05721612244502401
lprior,-1.9187420568389173,3.6445905497051114e-4
b_Intercept,-0.09056109269897082,0.014396050053189663
b_X_c,-0.008949580177334516,0.027873004258162637
b_X_k,0.111057006836555,0.028363510692497013
b_X_c:X_k,-0.012233717883570187,0.05667833125807425
lprior,-1.9180541967929874,2.795756589537258e-4
b_Intercept,0.030515668752604107,0.01356969481606762
b_X_c,0.024167778243571483,0.028071849176441226
b_X_k,-0.10113032969403671,0.02835181895516289
b_X_c:X_k,-0.04381385323444269,0.05683449276752232
lprior,-1.9172789076756473,9.418152932332802e-5
b_Intercept,0.10659354409311589,0.014016564485226419
b_X_c,0.04234579683195685,0.0279392175578705
b_X_k,-0.02031629842135136,0.02803264454585447
b_X_c:X_k,0.0402656687472218,0.05566642328247281
lprior,-1.9183911806881437,3.184768671650559e-4
b_Intercept,0.04392744801220065,0.014369966598138164
b_X_c,0.08643814379564005,0.027609571245894915
b_X_k,0.10022238082248405,0.028556885409141967
b_X_c:X_k,-0.08583316769845248,0.056473796105343615
lprior,-1.917385397119694,1.3866786235807867e-4
b_Intercept,-0.04321001638257832,0.013865855336721617
b_X_c,0.04865141273286453,0.02850203507623375
b_X_k,0.08069643611580077,0.027413038403593305
b_X_c:X_k,0.043300675646523006,0.05584076983326792
lprior,-1.9173787295040392,1.2984303209506506e-4
b_Intercept,-0.038287915789843405,0.013884069820555175
b_X_c,-0.035034672467280134,0.02755543195554366
b_X_k,0.06242696001253853,0.02883875941202557
b_X_c:X_k,-0.23069914243711132,0.05726109676673664
lprior,-1.9173359449376695,1.1793420740633368e-4
b_Intercept,-0.007444262614588787,0.013945612494189696
b_X_c,-0.005889233972720306,0.028153346996657367
b_X_k,-0.08449666523286004,0.028914566547729923
b_X_c:X_k,0.018134778285676147,0.05629538066675021
lprior,-1.917191983643968,3.673622787011551e-5
b_Intercept,-0.0010054850947242783,0.01425816644183845
b_X_c,-0.009610187166788887,0.027967678036664695
b_X_k,0.05385373342857128,0.02781583924057089
b_X_c:X_k,0.09814540656153209,0.05607993381294591
lprior,-1.9171897961505953,3.0351866326508426e-5
b_Intercept,-0.12285044720585703,0.013934604529237898
b_X_c,-0.04914911946442686,0.028276034887384584
b_X_k,-0.04296637467468667,0.02743908133055146
b_X_c:X_k,0.18525671685884004,0.057468466889247956
lprior,-1.9187887720710097,3.6715166338197297e-4
